酒店ID,Google地点ID,Google地图要素ID,Google_CID,酒店名称,Google原始类别,住宿类型,酒店星级,评分,评价数量,价格范围,完整地址,纬度,经度,曼谷区代码,曼谷区中文名,曼谷区英文名,曼谷区泰文名,行政范围核验,营业状态,营业时间,入住时间,退房时间,电话,官方网站,位置代码,无障碍信息,设施与服务,图片链接,Google地图链接,发现查询,数据来源,采集时间,酒店中文名,酒店英文名,酒店泰文名,官网主域名,热度等级,整理批次ID,记录哈希
ChIJ5xqZ9riZ4jARfSW_S4qkiFs,ChIJ5xqZ9riZ4jARfSW_S4qkiFs,0x30e299b8f6991ae7:0x5b88a48a4bbf257d,6595702568167351677,The Burapa Rooms,hotel,宾馆,,4.8,55,,"821 Maha Chai Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746306599999999,100.50366029999999,1013,三攀他旺县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 83 015 8220,https://www.facebook.com/profile.php?id=100088685574584,7P52PGW3+GF,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIChlrmJJg!2e10!4m2!3m1!1s0x30e299b8f6991ae7:0x5b88a48a4bbf257d,https://maps.google.com/?cid=6595702568167351677&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:27:41.474Z,,The Burapa Rooms,The Burapa Rooms,facebook.com,A,20260907-003922-csv-f52bd5d0,e65f42334013065d7f5780686a909028f136efe1a82d80ad85ed5a0b6c8c2df9
ChIJWTKzOBOZ4jARDYlEiRUwHUI,ChIJWTKzOBOZ4jARDYlEiRUwHUI,0x30e2991338b33259:0x421d30158944890d,4764016849883269389,New C.H. Guest House Khaosan Road,hostel,青年旅舍,,3.5,53,,85 87 Soi Baworn niwat Pranakorn Krung Thep Maha Nakhon 10200,13.757933099999999,100.4998148,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,+66 2 280 6284,https://www.facebook.com/ch.2guesthousebkk,7P52QF5X+5W,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgID498CQJA!2e10!4m2!3m1!1s0x30e2991338b33259:0x421d30158944890d,https://maps.google.com/?cid=4764016849883269389&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:15:16.320Z,,New C.H. Guest House Khaosan Road,New C.H. Guest House Khaosan Road,facebook.com,A,20260907-003922-csv-f52bd5d0,05cc11ac6020f709fc73a84cab80cec2c3fd364ee521f19c44bcc40f25adc2d9
ChIJgQOrrm2Z4jARrOFSivXpZII,ChIJgQOrrm2Z4jARrOFSivXpZII,0x30e2996daeab0381:0x8264e9f58a52e1ac,9395891963398644140,邦格拉府BC旅馆,guest_house,宾馆/民宿,,4.3,52,,"166, 168 Thanon Phra Sumen, Talad Yod, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761834299999999,100.4985049,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 08:00–22:00 | 星期二: 08:00–22:00 | 星期三: 08:00–22:00 | 星期四: 08:00–22:00 | 星期五: 08:00–22:00 | 星期六: 08:00–22:00 | 星期日: 08:00–22:00,,,+66 2 282 1562,,7P52QF6X+PC,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDh95javwE!2e10!4m2!3m1!1s0x30e2996daeab0381:0x8264e9f58a52e1ac,https://maps.google.com/?cid=9395891963398644140&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-27T17:24:00.457Z,邦格拉府BC旅馆,,บีซี อินน์ บางลา,,A,20260907-003922-csv-f52bd5d0,11b235c23688df91866706a541d71d2af4332633cde0e0d55cbb333a2d6c46f0
ChIJsWz9IxWZ4jARwUyFGOOCxps,ChIJsWz9IxWZ4jARwUyFGOOCxps,0x30e2991523fd6cb1:0x9bc682e318854cc1,11224803033148116161,Azure Hostel,hostel,青年旅舍,,4.6,50,,"589 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7576527,100.50435259999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 08:00–00:00 | 星期二: 08:00–00:00 | 星期三: 08:00–00:00 | 星期四: 08:00–00:00 | 星期五: 08:00–00:00 | 星期六: 08:00–00:00 | 星期日: 08:00–00:00,,,+66 96 252 4694,http://azurehostel.com/,7P52QG53+3P,,适合儿童,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDy5JX0MQ!2e10!4m2!3m1!1s0x30e2991523fd6cb1:0x9bc682e318854cc1,https://maps.google.com/?cid=11224803033148116161&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:15:07.870Z,,Azure Hostel,Azure Hostel,azurehostel.com,A,20260907-003922-csv-f52bd5d0,fc983d849047464e5f825e9168d703558829485dac6196a79ea53265576b83ab
ChIJ81-r2T-Z4jARBg84qo9iyPg,ChIJ81-r2T-Z4jARBg84qo9iyPg,0x30e2993fd9ab5ff3:0xf8c8628faa380f06,17926686685923905286,Bangkok Publishing Residence,bed_and_breakfast,住宿加早餐型宾馆,,4.7,50,,"31-33-35-37-37/1 Lan Luang Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.756526500000001,100.5072953,1008,邦巴沙都拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 08:00–22:00 | 星期二: 08:00–22:00 | 星期三: 08:00–22:00 | 星期四: 08:00–22:00 | 星期五: 08:00–22:00 | 星期六: 08:00–22:00 | 星期日: 08:00–22:00,,,+66 2 282 0288,http://www.bpresidence.com/,7P52QG44+JW,,适合儿童,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIC65YzZ6wE!2e10!4m2!3m1!1s0x30e2993fd9ab5ff3:0xf8c8628faa380f06,https://maps.google.com/?cid=17926686685923905286&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-28T04:15:29.151Z,,Bangkok Publishing Residence,Bangkok Publishing Residence,bpresidence.com,A,20260907-003922-csv-f52bd5d0,671853ffbe5e408f144f38f209e618e251f27f326d8fc970248864851f438554
ChIJO89JhTCZ4jARR6NL5K6CwHI,ChIJO89JhTCZ4jARR6NL5K6CwHI,0x30e299308549cf3b:0x72c082aee44ba347,8268752603518313287,Green Apple Khaosan Hostel,hostel,青年旅舍,,3.8,50,,"14 Trok Bowonrangsi, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7591621,100.4996745,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 63 418 7663,https://www.booking.com/hotel/th/green-apple-hostel-khaosan.html?lang=xu,7P52QF5X+MV,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDT8OC_MA!2e10!4m2!3m1!1s0x30e299308549cf3b:0x72c082aee44ba347,https://maps.google.com/?cid=8268752603518313287&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:43:10.545Z,,Green Apple Khaosan Hostel,Green Apple Khaosan Hostel,booking.com,A,20260907-003922-csv-f52bd5d0,1a7f2a239fbf0e4ec0e74a4f744e450096f3b444b3b73cc8773ae6f431a61ba2
ChIJ1Q6wtFmZ4jARf2TPzyAA9Yc,ChIJ1Q6wtFmZ4jARf2TPzyAA9Yc,0x30e29959b4b00ed5:0x87f50020cfcf647f,9796736705339810943,BANN BUNGA INN,motel,汽车旅馆,,3.1,49,,"212/16 Soi Phetchaburi 7, Khwaeng Thung Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400",13.7562766,100.5295889,1037,拉差贴威县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 98 426 0273,https://www.hotelsbkk.com/bann-bunga-inn/,7P52QG4H+GR,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhCV5FM0kQ2ETrvdKjgvUZrE!2e10!4m2!3m1!1s0x30e29959b4b00ed5:0x87f50020cfcf647f,https://maps.google.com/?cid=9796736705339810943&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:39.935Z,,BANN BUNGA INN,บ้านบุหงาอินน์,hotelsbkk.com,A,20260907-003922-csv-f52bd5d0,8c16891212e682d3dc036288838d3cd114c7ce1b966013d727232627281511bd
ChIJqxIm86Of4jARqEgqRrVc5aY,ChIJqxIm86Of4jARqEgqRrVc5aY,0x30e29fa3f32612ab:0xa6e55cb5462a48a8,12026120313598789800,Casa Del Toro Residence,private_guest_room,民宿,,4.7,49,,"41, 18 Soi Phetchaburi 15, Phayathai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400",13.7539661,100.53812309999999,1037,拉差贴威县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 65 574 9044,,7P52QG3Q+H6,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhAImpvCGM-4848pnSfq7Qvs!2e10!4m2!3m1!1s0x30e29fa3f32612ab:0xa6e55cb5462a48a8,https://maps.google.com/?cid=12026120313598789800&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:49.834Z,,Casa Del Toro Residence,คาซา เดล โตโร เรสซิเดนซ์,,A,20260907-003922-csv-f52bd5d0,bf90280327062c47e576fdbe60831659ad69a1396e8360e75bee5cbe9d92c9ac
ChIJfQ1qEgCZ4jARjtMOfF-FrrE,ChIJfQ1qEgCZ4jARjtMOfF-FrrE,0x30e29900126a0d7d:0xb1ae855f7c0ed38e,12803317435810632590,Shin Hotel Chinatown,hotel,宾馆,,4.0,49,,"56 Anuwong Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.7401801,100.5041016,1013,三攀他旺县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 98 914 4285,https://us2.cloudbeds.com/reservation/G7KVfW,7P52PGR3+3J,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICzlLGxHw!2e10!4m2!3m1!1s0x30e29900126a0d7d:0xb1ae855f7c0ed38e,https://maps.google.com/?cid=12803317435810632590&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:27:55.732Z,,Shin Hotel Chinatown,Shin Hotel Chinatown,us2.cloudbeds.com,A,20260907-003922-csv-f52bd5d0,4efe3de3de366b6d74edec9b834e61e291bc1e9afb9946c20ee58dbe33011abd
ChIJxz7mBvaZ4jAR5xm8DdB_Is0,ChIJxz7mBvaZ4jAR5xm8DdB_Is0,0x30e299f606e63ec7:0xcd227fd00dbc19e7,14781517458543745511,Seen Hostel Bangkok the Riverwalk,hostel,青年旅舍,,4.6,48,,"131, จักรเพรช, 1 Trok Fueang Thong, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7410777,100.4956313,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 86 394 1463,,7P52PFRW+C7,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDPx9ewTg!2e10!4m2!3m1!1s0x30e299f606e63ec7:0xcd227fd00dbc19e7,https://maps.google.com/?cid=14781517458543745511&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:28:29.998Z,,Seen Hostel Bangkok the Riverwalk,ซีนด์ โฮส,,A,20260907-003922-csv-f52bd5d0,f3c7de6de643a559bccac12fdb30681f7b75c025d144ad823808442b5a9fe5e4
ChIJzx3sYwCZ4jARJBTv6F9abmY,ChIJzx3sYwCZ4jARJBTv6F9abmY,0x30e2990063ec1dcf:0x666e5a5fe8ef1424,7380936207283196964,Su Su khaosan hostels,bed_and_breakfast,民宿早餐旅馆,,3.4,48,,"207Soi, 205 Soi Kraisi, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760720099999999,100.4988448,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 82 476 9688,,7P52QF6X+7G,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICL3_OkRw!2e10!4m2!3m1!1s0x30e2990063ec1dcf:0x666e5a5fe8ef1424,https://maps.google.com/?cid=7380936207283196964&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-27T17:24:04.940Z,,Su Su khaosan hostels,หอพักสุสุข้าวสาร,,A,20260907-003922-csv-f52bd5d0,aa0ee8d06c75b7af014786b696bcf26f83a5b7d0507f20ec8e2b8f1130075548
ChIJyXN1chSZ4jARaRduPrkB3yw,ChIJyXN1chSZ4jARaRduPrkB3yw,0x30e29914727573c9:0x2cdf01b93e6e1769,3233304952603285353,La Moon Hostel,hotel,宾馆,,4.8,46,,"32 Dinso Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7547192,100.50219530000001,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,CLOSED_TEMPORARILY,,,,+66 81 890 9808,http://www.amoonhostel.thailandhotels.site/,7P52QG32+VV,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICEgrjLpgE!2e10!4m2!3m1!1s0x30e29914727573c9:0x2cdf01b93e6e1769,https://maps.google.com/?cid=3233304952603285353&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:43:25.735Z,,La Moon Hostel,La Moon Hostel,amoonhostel.thailandhotels.site,A,20260907-003922-csv-f52bd5d0,7d01578289fc75aae9b96c21398660204c9b9133a2c0ad2544cfdbbfc2011f27
ChIJzajHUgCZ4jAR3uNIca-MPMA,ChIJzajHUgCZ4jAR3uNIca-MPMA,0x30e2990052c7a8cd:0xc03c8caf7148e3de,13852101239032570846,Mitr Inn MRT Samyot,hotel,宾馆,,4.0,46,,"21 Trok Wisut, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.747834399999999,100.49868409999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,https://www.hotelsbkk.com/mitr-inn-mrt-samyot-station-the-grand-palace/,7P52PFXX+4F,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhCTiPZqBRtc7BzdQow91bGn!2e10!4m2!3m1!1s0x30e2990052c7a8cd:0xc03c8caf7148e3de,https://maps.google.com/?cid=13852101239032570846&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:28:03.838Z,,Mitr Inn MRT Samyot,Mitr Inn MRT Samyot,hotelsbkk.com,A,20260907-003922-csv-f52bd5d0,0d99aef9e1f294dba0262fcc921372ced432ebf7b308a36a3d3a059b9737903a
ChIJaczpLGeZ4jAR1na0K8BbSPk,ChIJaczpLGeZ4jAR1na0K8BbSPk,0x30e299672ce9cc69:0xf9485bc02bb476d6,17962707994692318934,Rhythm of life guesthouse 56,guest_house,宾馆/民宿,,4.4,46,,"135 1 Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762415599999999,100.5023197,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG62+XW,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhAzrzNIDDgW_Q18hOxQDSlx!2e10!4m2!3m1!1s0x30e299672ce9cc69:0xf9485bc02bb476d6,https://maps.google.com/?cid=17962707994692318934&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-27T17:24:00.457Z,,Rhythm of life guesthouse 56,ริธึม ออฟ ไลฟ์ เกสท์เฮาส์ 56,,A,20260907-003922-csv-f52bd5d0,ed1ce3bf6ff416677da99076d590a5c80f0e23f9ad0f07001a373df287dce1a3
ChIJ65yx7z6Z4jAR7jp0s8rFGhE,ChIJ65yx7z6Z4jAR7jp0s8rFGhE,0x30e2993eefb19ceb:0x111ac5cab3743aee,1232514922424056558,The Region,lodging,室内住宿,,3.8,45,,"152 Thanon Damrong Rak, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.7546521,100.5107455,1008,邦巴沙都拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,+66 2 637 4477,https://www.theregionbkk.com/,7P52QG36+V7,,无障碍入口,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICE_O-HSg!2e10!4m2!3m1!1s0x30e2993eefb19ceb:0x111ac5cab3743aee,https://maps.google.com/?cid=1232514922424056558&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:56:35.841Z,,The Region,The Region,theregionbkk.com,A,20260907-003922-csv-f52bd5d0,1688db58809162d8c04ce6435dcd4cdc4cede1a711fc8f6b769b32f2027349c9
ChIJh856VV59HTERfdllT_eoYq0,ChIJh856VV59HTERfdllT_eoYq0,0x311d7d5e557ace87:0xad62a8f74f65d97d,12493734096421640573,Chaiwat Hostel,hostel,青年旅舍,,4.6,42,,"394, 24 Phrabarommaharajwang, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.743948099999999,100.49203399999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 89 114 7065,,7P52PFVR+HR,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhA4AaFzTCAupWTd_8j0MO8g!2e10!4m2!3m1!1s0x311d7d5e557ace87:0xad62a8f74f65d97d,https://maps.google.com/?cid=12493734096421640573&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:28:29.998Z,,Chaiwat Hostel,Chaiwat Hostel,,A,20260907-003922-csv-f52bd5d0,593c6ca1a7a6db099233aacfbc9fa8188d4060a4457a1f572f51ceef551d7e12
ChIJpbbxXrmZ4jARXDYydWFo940,ChIJpbbxXrmZ4jARXDYydWFo940,0x30e299b95ef1b6a5:0x8df768617532365c,10229759846382712412,S hotel เสาชิงช้า,hotel,宾馆,,4.1,42,,"89 Thanon Fueang Nakhon, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7513236,100.4990005,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 224 8484,,7P52QF2X+GJ,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICB1OS01QE!2e10!4m2!3m1!1s0x30e299b95ef1b6a5:0x8df768617532365c,https://maps.google.com/?cid=10229759846382712412&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:27:34.243Z,,,S hotel เสาชิงช้า,,A,20260907-003922-csv-f52bd5d0,fe26522b9c46ea617d0ecda826ef5f76e9677fae0e0ed32aa756489dc6b519bc
ChIJw8jbQ5Ke4jARMJEiBW9z43o,ChIJw8jbQ5Ke4jARMJEiBW9z43o,0x30e29e9243dbc8c3:0x7ae3736f05229130,8855048213005242672,失物招领住宿加早餐旅馆,bed_and_breakfast,住宿加早餐型宾馆,,4.0,42,,"10, 10 Soi Phahon Yothin 5, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400",13.7784883,100.54147239999999,1014,拍耶泰县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 91 880 8877,https://lostandfoundbedandbreakfast.thailandhotels.site/th/,7P52QGHR+9H,,适合儿童,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICU-sef3gE!2e10!4m2!3m1!1s0x30e29e9243dbc8c3:0x7ae3736f05229130,https://maps.google.com/?cid=8855048213005242672&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:44.852Z,失物招领住宿加早餐旅馆,,ที่พักพร้อมอาหารเช้าที่สูญหายและพบ,lostandfoundbedandbreakfast.thailandhotels.site,A,20260907-003922-csv-f52bd5d0,93e24c7809b01960f86cd7de1f8165014a03f0eb118aface4d46985c49ae2ca1
ChIJxzBSfzGZ4jAR0N3ulfBQjZk,ChIJxzBSfzGZ4jAR0N3ulfBQjZk,0x30e299317f5230c7:0x998d50f095eeddd0,11064588853757009360,Au Luna Bangkok Hostel,hostel,青年旅舍,,4.8,41,,"71/14 Thanon Ti Thong, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7483572,100.49902949999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 83 889 1428,https://aulunabangkokhostel.com/,7P52PFXX+8J,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhBbgfrRK6j46LAge6UmPk-2!2e10!4m2!3m1!1s0x30e299317f5230c7:0x998d50f095eeddd0,https://maps.google.com/?cid=11064588853757009360&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,2026-08-28T03:28:29.998Z,,Au Luna Bangkok Hostel,Au Luna Bangkok Hostel,aulunabangkokhostel.com,A,20260907-003922-csv-f52bd5d0,0388f36b286c7e71c729209570b562441cb471fd96b03bf975fe5bd1007532b6
ChIJ64QdSGyZ4jARyVS92ciMKqk,ChIJ64QdSGyZ4jARyVS92ciMKqk,0x30e2996c481d84eb:0xa92a8cc8d9bd54c9,12189710135706080457,La Rivetta (Spaghetti & Rooms),guest_house,宾馆/民宿,,4.4,41,,"Soi Samsen 2, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7631398,100.4992546,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 08:00–22:00 | 星期二: 08:00–22:00 | 星期三: 08:00–22:00 | 星期四: 08:00–22:00 | 星期五: 08:00–22:00 | 星期六: 08:00–22:00 | 星期日: 08:00–22:00,,,+66 80 218 0603,http://www.facebook.com/LaRivettaBangkok,7P52QF7X+7P,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgID86pbNDw!2e10!4m2!3m1!1s0x30e2996c481d84eb:0xa92a8cc8d9bd54c9,https://maps.google.com/?cid=12189710135706080457&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-27T17:24:00.457Z,,La Rivetta (Spaghetti & Rooms),ลาริเวตต้า (สปาเก็ตตี้ & รูม),facebook.com,A,20260907-003922-csv-f52bd5d0,97a3fe6db1edc0b14859cf96e4e2e5ab10c1c571e7c2be428b04c4d8500fd726
ChIJc3nMw1yZ4jARcWO4abiw6E0,ChIJc3nMw1yZ4jARcWO4abiw6E0,0x30e2995cc3cc7973:0x4de8b0b869b86371,5613931241611486065,My Hotel Bangkok Noi,inn,客栈,,4.4,41,,"155/10 43 ซอย อรุณอัมรินทร์ Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.7677376,100.48419829999999,1020,曼谷蓮縣,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 92 257 3526,https://www.facebook.com/profile.php?id=100077233960356&mibextid=ZbWKwL,7P52QF9M+3M,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICh-YqwMA!2e10!4m2!3m1!1s0x30e2995cc3cc7973:0x4de8b0b869b86371,https://maps.google.com/?cid=5613931241611486065&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:42.292Z,,My Hotel Bangkok Noi,มายโฮเต็ล บางกอกน้อย,facebook.com,A,20260907-003922-csv-f52bd5d0,cb8b6dfba13ff0a0739e0d9ceb8377f347e625d7d54fcc4c516d6d47a243dcef
ChIJZdWSdsKZ4jAR7DOIa_iIRz8,ChIJZdWSdsKZ4jAR7DOIa_iIRz8,0x30e299c27692d565:0x3f4788f86b8833ec,4559763748273271788,Lo-ha Dimsum Cafe - MARKET VIEW,hostel,青年旅舍,,4.9,40,,"20 Dinso Rd, Bowonniwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754807999999999,100.5019001,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 89 185 0987,https://www.facebook.com/Lohaguesthouse,7P52QG32+WQ,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDR3M2SQA!2e10!4m2!3m1!1s0x30e299c27692d565:0x3f4788f86b8833ec,https://maps.google.com/?cid=4559763748273271788&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,2026-08-28T04:44:21.065Z,,Lo-ha Dimsum Cafe - MARKET VIEW,Lo-ha Dimsum Cafe - MARKET VIEW,facebook.com,A,20260907-003922-csv-f52bd5d0,858a1461025cde87925d5718af36ed89f1ebbd7eeaebf3a55fe14ae3d23464ca
