Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJu2YM5gSZ4jARoL7Fey_yXy0,景点,暹罗博物馆,มิวเซียมสยาม,museum,博物馆,4.5,8304,"4 Thanon Sanam Chai, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.744147,100.494137,拍那空县,大皇宫区,星期一: 休息 | 星期二: 10:00–18:00 | 星期三: 10:00–18:00 | 星期四: 10:00–18:00 | 星期五: 10:00–18:00 | 星期六: 10:00–18:00 | 星期日: 10:00–18:00,+66 2 225 2777,https://museumsiam.org/,适合儿童|有洗手间|无障碍入口|无障碍停车|无障碍洗手间,这家博物馆位于 19 世纪的建筑内，提供操作体验型展品以及探索该国历史的项目。,https://maps.google.com/?cid=3269598140248211104&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJmaPD7i6Z4jARf0QKa2FrGhc,景点,The Reclining Buddha,พระวิหารพระพุทธไสยาส,buddhist_temple,佛教寺庙,4.8,8272,"2 Thanon Sanam Chai, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746525,100.491661,拍那空县,大皇宫区,星期一: 08:30–19:30 | 星期二: 08:30–19:30 | 星期三: 08:30–19:30 | 星期四: 08:30–19:30 | 星期五: 08:30–19:30 | 星期六: 08:30–19:30 | 星期日: 08:30–19:30,+66 83 057 7100,http://www.watpho.com/en,有洗手间|无障碍入口|无障碍停车|无障碍洗手间,,https://maps.google.com/?cid=1664761078418654335&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJP-MtN12Z4jARlEBmga-oF4w,景点,金山寺,วัดสระเกศราชวรมหาวิหาร,buddhist_temple,佛教寺庙,4.7,8071,"344 Thanon Chakkraphatdi Phong, Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.752769,100.506674,邦巴沙都拍县,班巴区,星期一: 07:00–19:00 | 星期二: 07:00–19:00 | 星期三: 07:00–19:00 | 星期四: 07:00–19:00 | 星期五: 07:00–19:00 | 星期六: 07:00–19:00 | 星期日: 07:00–19:00,,https://thai.tourismthailand.org/Attraction/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%AA%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A8-%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3-%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%A0%E0%B8%B9%E0%B9%80%E0%B8%82%E0%B8%B2%E0%B8%97%E0%B8%AD%E0%B8%87,有洗手间|无障碍入口|无障碍停车,这个大城时代 (1350-1767) 的佛教寺庙和朝圣地拥有广阔的城市景观。,https://maps.google.com/?cid=10094722561517961364&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJUz2Lksee4jARRfdBI1BIKOQ,景点,水门铂金夜市,ตลาดกลางคืนประตูน้ำแพลทินัม,,夜市,4.2,7681,"487 Phetchaburi Rd, Makkasan, Ratchathewi, Bangkok 10400泰国",13.750751,100.54132,拉差贴威县,Makkasan,星期一 16:00-01:00 | 星期二 16:00-01:00 | 星期三 16:00-01:00 | 星期四 16:00-01:00 | 星期五 16:00-01:00 | 星期六 16:00-01:00 | 星期日 16:00-01:00,,https://facebook.com,,,https://www.google.com/maps/place/%E6%B0%B4%E9%97%A8%E9%93%82%E9%87%91%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x30e29ec7928b3d53:0xe42848502341f745!8m2!3d13.7507508!4d100.5413195!16s%2Fg%2F11c2lt5v93!19sChIJUz2Lksee4jARRfdBI1BIKOQ?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJQWwK59-Y4jARMzM5lcfA4eU,景点,廊1919文化创意园区,แกลเลอรี่ 1919 อุทยานวัฒนธรรมและความคิดสร้างสรรค์,,旅游胜地,4.2,7351,"248 Chiang Mai Rd, Khlong San, Bangkok 10600泰国",13.734361,100.507616,三攀他旺县,Khlong San,,,https://facebook.com,,,https://www.google.com/maps/place/%E5%BB%8A1919%E6%96%87%E5%8C%96%E5%88%9B%E6%84%8F%E5%9B%AD%E5%8C%BA/data=!4m7!3m6!1s0x30e298dfe70a6c41:0xe5e1c0c795393333!8m2!3d13.7343611!4d100.5076162!16s%2Fg%2F11f0213shh!19sChIJQWwK59-Y4jARMzM5lcfA4eU?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJt9HTSwKf4jARsDoLPbMAAQ8,景点,班嘉诗丽皇后公园,สวนสมเด็จพระนางเจ้าสิริกิติ์,,城市公园,4.5,6768,"Sukhumvit Rd, Khlong Tan, Khlong Toei, Bangkok 10110泰国",13.730678,100.567501,宛他那县,Khlong Tan,星期一 04:30-22:00 | 星期二 04:30-22:00 | 星期三 04:30-22:00 | 星期四 04:30-22:00 | 星期五 04:30-22:00 | 星期六 04:30-22:00 | 星期日 04:30-22:00,+66 2 262 0810,,,,https://www.google.com/maps/place/%E7%8F%AD%E5%98%89%E8%AF%97%E4%B8%BD%E7%9A%87%E5%90%8E%E5%85%AC%E5%9B%AD/data=!4m7!3m6!1s0x30e29f024bd3d1b7:0xf0100b33d0b3ab0!8m2!3d13.7306775!4d100.5675008!16s%2Fm%2F04ydz7_!19sChIJt9HTSwKf4jARsDoLPbMAAQ8?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJR5NzOMOc4jAR-zcXjSL3h84,景点,曼谷当代艺术馆,พิพิธภัณฑ์ศิลปะไทยร่วมสมัย,,美术馆,4.7,6679,"499 Kamphaeng Phet 6 Rd, Lat Yao, Chatuchak, Bangkok 10900泰国",13.85232,100.563009,乍都节县,Lat Yao,星期一 休息 | 星期二 10:00-18:00 | 星期三 10:00-18:00 | 星期四 10:00-18:00 | 星期五 10:00-18:00 | 星期六 10:00-18:00 | 星期日 10:00-18:00,+66 2 016 5666,https://mocabangkok.com,,,https://www.google.com/maps/place/%E6%9B%BC%E8%B0%B7%E5%BD%93%E4%BB%A3%E8%89%BA%E6%9C%AF%E9%A6%86/data=!4m7!3m6!1s0x30e29cc338739347:0xce87f7228d1737fb!8m2!3d13.8523198!4d100.5630092!16s%2Fg%2F11fjz2cjsv!19sChIJR5NzOMOc4jAR-zcXjSL3h84?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJI9TeGYmf4jARlg5uqppFqHc,景点,Pratunam Night Market,ตลาดกลางคืนประตูน้ำ,,夜市,4.4,6573,"Unnamed Road Thanon Phaya Thai, Ratchathewi, Bangkok 10400泰国",13.753552,100.539727,拉差贴威县,Thanon Phaya Thai,星期一 09:00-23:30 | 星期二 09:00-23:30 | 星期三 09:00-23:30 | 星期四 09:00-23:30 | 星期五 09:00-23:30 | 星期六 09:00-23:30 | 星期日 09:00-23:30,,https://facebook.com,,,https://www.google.com/maps/place/Pratunam+Night+Market/data=!4m7!3m6!1s0x30e29f8919ded423:0x77a8459aaa6e0e96!8m2!3d13.7535518!4d100.5397266!16s%2Fg%2F11gxt5v45b!19sChIJI9TeGYmf4jARlg5uqppFqHc?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJnZuu10Oc4jAR0DkLPbMAAQ8,景点,乍都乍公园,สวนจตุจักร,,国家公园,4.5,6353,"Kamphaeng Phet Rd, Chatuchak, Bangkok 10900泰国",13.807484,100.55542,乍都节县,Chatuchak,星期一 04:30-22:00 | 星期二 04:30-22:00 | 星期三 04:30-22:00 | 星期四 04:30-22:00 | 星期五 04:30-22:00 | 星期六 04:30-22:00 | 星期日 04:30-22:00,,,,,https://www.google.com/maps/place/%E4%B9%8D%E9%83%BD%E4%B9%8D%E5%85%AC%E5%9B%AD/data=!4m7!3m6!1s0x30e29c43d7ae9b9d:0xf0100b33d0b39d0!8m2!3d13.807484!4d100.5554198!16zL20vMDlkbmo1!19sChIJnZuu10Oc4jAR0DkLPbMAAQ8?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJiYe3uWuc4jARYAJGPbMAAR0,景点,诗丽吉王后公园,สวนสมเด็จพระนางเจ้าสิริกิติ์,,国家公园,4.6,6108,"200/1 Kamphaeng Phet 2 Rd, Chatuchak, Bangkok 10900泰国",13.807512,100.550558,乍都节县,Chatuchak,星期一 05:00-19:00 | 星期二 05:00-19:00 | 星期三 05:00-19:00 | 星期四 05:00-19:00 | 星期五 05:00-19:00 | 星期六 05:00-19:00 | 星期日 05:00-19:00,,,,,https://www.google.com/maps/place/%E8%AF%97%E4%B8%BD%E5%90%89%E7%8E%8B%E5%90%8E%E5%85%AC%E5%9B%AD/data=!4m7!3m6!1s0x30e29c6bb9b78789:0x1d0100b33d460260!8m2!3d13.8075119!4d100.5505577!16zL20vMDZ3X3J3!19sChIJiYe3uWuc4jARYAJGPbMAAR0?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJQZtiTIxhHTERNaxHAt0cVlY,景点,Bang Kapi Market,ตลาดบางกะปิ,,生鲜市场,4.2,5636,"Lat Phrao Rd, Khlong Chan, Bang Kapi, Bangkok 10240泰国",13.767229,100.646292,邦甲比县,Khlong Chan,星期一 24小时营业 | 星期二 24小时营业 | 星期三 24小时营业 | 星期四 24小时营业 | 星期五 24小时营业 | 星期六 24小时营业 | 星期日 24小时营业,,,,,https://www.google.com/maps/place/Bang+Kapi+Market/data=!4m7!3m6!1s0x311d618c4c629b41:0x56561cdd0247ac35!8m2!3d13.7672294!4d100.6462916!16s%2Fg%2F1tnpbwww!19sChIJQZtiTIxhHTERNaxHAt0cVlY?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJN428LQCf4jARAh6PFFqBBhU,景点,One Bangkok Park,หนึ่งบางกอกพาร์ค,,公园,5.0,5448,"PGGW+QRF One Bangkok Boulevard Lumphini, Pathum Wan, Bangkok 10330泰国",13.72698,100.547354,巴吞旺县,Lumphini,,,,,,https://www.google.com/maps/place/One+Bangkok+Park/data=!4m7!3m6!1s0x30e29f002dbc8d37:0x1506815a148f1e02!8m2!3d13.7269805!4d100.5473541!16s%2Fg%2F11z53l923h!19sChIJN428LQCf4jARAh6PFFqBBhU?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJcSDAnBSZ4jARttNZeRA3Wec,景点,民主纪念碑,อนุสาวรีย์ประชาธิปไตย,monument,纪念碑,4.3,5344,"Thanon Ratchadamnoen Klang, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756712,100.501844,拍那空县,波稳尼威区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,适合儿童,这座泰国立宪革命纪念碑坐落于城市公园中，周围有高耸的背光雕塑和喷泉。,https://maps.google.com/?cid=16670416039583536054&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJxT5_co6e4jARocW49sK8GUA,景点,Wat Rakhang Khositaram Woramahawihan,วัดระฆังโฆสิตาราม วรมหาวิหาร,buddhist_temple,佛教寺庙,4.7,5329,"250 Thanon Arun Amarin, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.752685,100.485441,曼谷蓮縣,Sirirat,星期一: 08:00–17:00 | 星期二: 08:00–17:00 | 星期三: 08:00–17:00 | 星期四: 08:00–17:00 | 星期五: 08:00–17:00 | 星期六: 08:00–17:00 | 星期日: 08:00–17:00,,https://www.facebook.com/profile.php?id=100069254087755&mibextid=ZbWKwL,适合儿童|有洗手间|无障碍入口|无障碍停车|无障碍洗手间,湄南河畔的佛教建筑群，内有镀金大钟和华丽的寺庙。,https://maps.google.com/?cid=4618930438394135969&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJYw5KDoie4jAR3YdTGCyu0kY,景点,泰国文化中心,ศูนย์วัฒนธรรมแห่งประเทศไทย,,文化中心,4.5,5269,"14 Thiam Ruam Mit Rd, Huai Khwang, Bangkok 10310泰国",13.766677,100.574196,汇权县,Huai Khwang,星期一 08:30-16:30 | 星期二 08:30-16:30 | 星期三 08:30-16:30 | 星期四 08:30-16:30 | 星期五 08:30-16:30 | 星期六 休息 | 星期日 休息,+66 2 247 0028,https://facebook.com,,,https://www.google.com/maps/place/%E6%B3%B0%E5%9B%BD%E6%96%87%E5%8C%96%E4%B8%AD%E5%BF%83/data=!4m7!3m6!1s0x30e29e880e4a0e63:0x46d2ae2c185387dd!8m2!3d13.7666767!4d100.574196!16zL20vMDR6d2M5!19sChIJYw5KDoie4jAR3YdTGCyu0kY?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJdVyFquif4jARGn8fUTV28PM,景点,Pratunam Market,ตลาดประตูน้ำ,,市场,4.4,5135,"Soi Phetchaburi 21, Thanon Phaya Thai, Ratchathewi, Bangkok 10400泰国",13.752804,100.540598,拉差贴威县,Thanon Phaya Thai,星期一 09:00-20:00 | 星期二 09:00-20:00 | 星期三 09:00-20:00 | 星期四 09:00-20:00 | 星期五 09:00-20:00 | 星期六 09:00-20:00 | 星期日 09:00-20:00,,,,,https://www.google.com/maps/place/Pratunam+Market/data=!4m7!3m6!1s0x30e29fe8aa855c75:0xf3f07635511f7f1a!8m2!3d13.7528035!4d100.5405977!16zL20vMGZnMjJk!19sChIJdVyFquif4jARGn8fUTV28PM?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJiYe3uWuc4jARtODfpOuyAhQ,景点,曼谷儿童探索博物馆,พิพิธภัณฑ์เด็กกรุงเทพมหานคร,,儿童博物馆,4.5,5006,"810 Kamphaeng Phet 4 Rd, Chatuchak, Bangkok 10900泰国",13.80311,100.551352,乍都节县,Chatuchak,星期一 休息 | 星期二 10:00-16:00 | 星期三 10:00-16:00 | 星期四 10:00-16:00 | 星期五 10:00-16:00 | 星期六 10:00-16:00 | 星期日 10:00-16:00,+66 2 272 4500,https://bkk-cdm.com,,,https://www.google.com/maps/place/%E6%9B%BC%E8%B0%B7%E5%84%BF%E7%AB%A5%E6%8E%A2%E7%B4%A2%E5%8D%9A%E7%89%A9%E9%A6%86/data=!4m7!3m6!1s0x30e29c6bb9b78789:0x1402b2eba4dfe0b4!8m2!3d13.8031103!4d100.5513518!16s%2Fm%2F043lgyp!19sChIJiYe3uWuc4jARtODfpOuyAhQ?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJ_1wg6Xqf4jARwu_tBPmKbmU,景点,Sri Nakhon Khuean Khan Park and Botanical Garden,สวนสาธารณะและสวนพฤกษศาสตร์ศรีนครเขื่อนขันธ์,,国家公园,4.6,4951,"73 Soi Wat Rat Rangsan, Bang Kachao, Phra Pradaeng District, Samut Prakan 10130泰国",13.696837,100.564924,,,星期一 05:00-19:00 | 星期二 05:00-19:00 | 星期三 05:00-19:00 | 星期四 05:00-19:00 | 星期五 05:00-19:00 | 星期六 05:00-19:00 | 星期日 05:00-19:00,+66 2 461 0972,https://suansri-bangkachao.com,,,https://www.google.com/maps/place/Sri+Nakhon+Khuean+Khan+Park+and+Botanical+Garden/data=!4m7!3m6!1s0x30e29f7ae9205cff:0x656e8af904edefc2!8m2!3d13.6968366!4d100.5649237!16s%2Fg%2F12hlhpzsl!19sChIJ_1wg6Xqf4jARwu_tBPmKbmU?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJG3NE3m-Z4jARYgTQb3MpaqY,景点,Taling Chan Floating Market,ตลาดน้ำตลิ่งชัน,,水上市场,4.2,4810,"333 Chak Phra Rd, Khlong Chak Phra, Taling Chan, Bangkok 10170泰国",13.77627,100.456598,打邻仓县,Khlong Chak Phra,星期一 休息 | 星期二 休息 | 星期三 休息 | 星期四 休息 | 星期五 休息 | 星期六 08:00-17:30 | 星期日 08:00-17:30,,https://gobuyticket.com,,,https://www.google.com/maps/place/Taling+Chan+Floating+Market/data=!4m7!3m6!1s0x30e2996fde44731b:0xa66a29736fd00462!8m2!3d13.7762696!4d100.4565981!16s%2Fg%2F122vxy44!19sChIJG3NE3m-Z4jARYgTQb3MpaqY?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJX49VWsWZ4jARwEYBM0MDXnE,景点,大秋千,เสาชิงช้า,tourist_attraction,旅游胜地,4.6,4048,"QG22+PGF, Dinso Rd, แขวง บางขุนพรหม, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.751808,100.501283,拍那空县,拉差博披寺区,,,,适合儿童|有洗手间|无障碍入口|无障碍洗手间,这座地标性纪念碑是一个高大的鲜红色框架结构，俯瞰着一座 19 世纪的佛教寺庙。,https://maps.google.com/?cid=8168970361250072256&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJD-NLSWyZ4jARCQ3OoWjiHYs,景点,唐人街夜市,ตลาดกลางคืนเยาวราช,,夜市,4.5,4002,"148 Maha Chak Rd, Chakkrawat, Samphanthawong, Bangkok 10100泰国",13.741004,100.508474,三攀他旺县,差甲瓦區,星期一 16:00-02:00 | 星期二 16:00-02:00 | 星期三 16:00-02:00 | 星期四 16:00-02:00 | 星期五 16:00-02:00 | 星期六 16:00-02:00 | 星期日 16:00-02:00,,,,,https://www.google.com/maps/place/%E5%94%90%E4%BA%BA%E8%A1%97%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x30e2996c494be30f:0x8b1de268a1ce0d09!8m2!3d13.7410037!4d100.5084738!16s%2Fg%2F11h99p5v0h!19sChIJD-NLSWyZ4jARCQ3OoWjiHYs?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJYTbBTBSZ4jARYTUWfRRhB8I,景点,Wat Ratchanatdaram Worawihan,วัด​ราชนัดดารามวรวิหาร​,buddhist_temple,佛教寺庙,4.7,3909,"2 Maha Chai Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754817,100.504155,拍那空县,波稳尼威区,星期一: 08:00–17:00 | 星期二: 08:00–17:00 | 星期三: 08:00–17:00 | 星期四: 08:00–17:00 | 星期五: 08:00–17:00 | 星期六: 08:00–17:00 | 星期日: 08:00–17:00,+66 2 224 8807,https://www.facebook.com/watratchanadda/,有洗手间|无障碍入口|无障碍停车|无障碍洗手间,这个佛教寺庙建筑群内有一座“金属城堡”，这种建筑因其 37 座铁质尖塔而得名。,https://maps.google.com/?cid=13981250308820841825&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJezKV7O5fHTERivA9WfWzK64,景点,Pororo Aqua Park Bangkok,สวนน้ำโพโรโระ กรุงเทพฯ,,水上乐园,4.3,3864,"ชั้น 6 ศูนย์การค้าเซ็นทรัลพลาซา บางนา 585 ซอย บางนา-ตราด 42 Bang Na Nuea, Bang Na, Bangkok 10260泰国",13.668852,100.634701,挽那县,Bang Na Nuea,,+66 2 745 7377,https://pororoaquapark.com,,,https://www.google.com/maps/place/Pororo+Aqua+Park+Bangkok/data=!4m7!3m6!1s0x311d5feeec95327b:0xae2bb3f5593df08a!8m2!3d13.6688522!4d100.6347013!16s%2Fg%2F11ckvttbjv!19sChIJezKV7O5fHTERivA9WfWzK64?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJ-XXkE3CZ4jAR4ucrmOJpLgI,景点,Suan Luang Rama VIII Park,อุทยานหลวง ร. ๘,park,公园,4.5,3844,"QF9V+PX9, Thanon Arun Amarin, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.769299,100.494978,挽拍县,Bang Yi Khan,星期一 05:00-21:00 | 星期二 05:00-21:00 | 星期三 05:00-21:00 | 星期四 05:00-21:00 | 星期五 05:00-21:00 | 星期六 05:00-21:00 | 星期日 05:00-21:00,+66 95 456 6643,,适合儿童|无障碍入口|无障碍停车,河畔绿地，内有草地、游乐场、运动设备及纪念碑。,https://maps.google.com/?cid=157179458941085666&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJa4tZORCZ4jARdCUEjuI59eo,景点,Wat Ratchabophit Sathitmahasimaram Ratchaworawihan,วัดราชบพิธสถิตมหาสีมารามราชวรวิหาร,buddhist_temple,佛教寺庙,4.7,3519,"2 Thanon Fueang Nakhon, แขวง วัดราชบพิธ Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.749109,100.497346,拍那空县,拉差博披寺区,星期一: 06:00–18:00 | 星期二: 06:00–18:00 | 星期三: 06:00–18:00 | 星期四: 06:00–18:00 | 星期五: 06:00–18:00 | 星期六: 06:00–18:00 | 星期日: 06:00–18:00,,https://www.facebook.com/WatRajabopit2412/,有洗手间|无障碍入口|无障碍停车|无障碍洗手间,这座华丽的佛教寺庙建于 19 世纪，拥有五彩缤纷的瓷砖外墙，坐落着泰国皇室陵墓。,https://maps.google.com/?cid=16930502019377276276&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ144wX7ee4jARIDsLPbMAAQ8,景点,Santiphap Park,สวนสันติภาพ,city_park,城市公园,4.5,3493,"QG7R+4HR, Ratchawithi Rd, Thanon Phaya Thai, Ratchathewi, Bangkok 10400泰国",13.76285,100.541393,拉差贴威县,Thanon Phaya Thai,星期一 05:00-21:00 | 星期二 05:00-21:00 | 星期三 05:00-21:00 | 星期四 05:00-21:00 | 星期五 05:00-21:00 | 星期六 05:00-21:00 | 星期日 05:00-21:00,+66 2 245 2461,,适合儿童|无障碍入口|无障碍停车,市中心绿地，内有慢跑跑道、池塘、花园和游乐场，还提供健身课程。,https://www.google.com/maps/place/Santiphap+Park/data=!4m7!3m6!1s0x30e29eb75f308ed7:0xf0100b33d0b3b20!8m2!3d13.76285!4d100.5413934!16s%2Fm%2F05mxgl_!19sChIJ144wX7ee4jARIDsLPbMAAQ8?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJq8s5zwOZ4jARTWSUwdydTfg,景点,善友寺,วัดซานหยู,buddhist_temple,佛教寺庙,4.7,3458,"371 ซอย อรุณอมรินทร์ 6 เเขวง วัดกัลยาณ์ วัดกัลยานิมิตร 371/2 Soi Wat Kanlaya, Khwaeng Wat Kanlaya, Khet Thon Buri, Krung Thep Maha Nakhon 10600",13.740282,100.491085,吞武里县,越干拉耶区,星期一: 07:00–17:00 | 星期二: 07:00–17:00 | 星期三: 07:00–17:00 | 星期四: 07:00–17:00 | 星期五: 07:00–17:00 | 星期六: 07:00–17:00 | 星期日: 07:00–17:00,+66 96 362 5354,https://www.facebook.com/WatKanlayanamitra/,有洗手间|无障碍入口|无障碍停车|无障碍洗手间,宁静的佛教寺庙，建于 1825 年，拥有巨大的坐式佛像和巨型青铜钟。,https://maps.google.com/?cid=17892130466078942285&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ4VPDiQKZ4jARdfHoseVonFk,景点,印卓威汉寺,วัดอินโดรวิหาร,buddhist_temple,佛教寺庙,4.6,3272,"144 ถ. วิสุทธิกษัตริย์ Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.766659,100.502967,拍那空县,邦坤蓬区,星期一: 06:00–18:00 | 星期二: 06:00–18:00 | 星期三: 06:00–18:00 | 星期四: 06:00–18:00 | 星期五: 06:00–18:00 | 星期六: 06:00–18:00 | 星期日: 06:00–18:00,+66 2 282 3173,https://www.facebook.com/WatIndharaviharn/,有洗手间|无障碍入口|无障碍停车|无障碍洗手间,建于 14 或 15 世纪的寺庙，以其 32 米高的金色佛像而闻名。,https://maps.google.com/?cid=6457151301484081525&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJF6uVAzt9HTEROKM0WKZMU7M,景点,The Artist House Bangkok,ดิ อาร์ติสท์ เฮาส์ กรุงเทพฯ,,旅游胜地,4.6,3270,"309 Phet Kasem Rd, Khuha Sawan, Phasi Charoen, Bangkok 10160泰国",13.731232,100.463334,帕世乍能县,Pak Khlong Phasi Charoen,星期一 10:00-18:00 | 星期二 10:00-18:00 | 星期三 10:00-18:00 | 星期四 10:00-18:00 | 星期五 10:00-18:00 | 星期六 10:00-19:00 | 星期日 10:00-18:00,+66 65 691 5655,https://artisthousebangkok.com,,,https://www.google.com/maps/place/The+Artist+House+Bangkok/data=!4m7!3m6!1s0x311d7d3b0395ab17:0xb3534ca65834a338!8m2!3d13.731232!4d100.4633342!16s%2Fg%2F1hm4tj4g6!19sChIJF6uVAzt9HTEROKM0WKZMU7M?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJKds06CuZ4jAREX4LxxCQBbg,景点,朱拉隆功大学百年世纪公园,อุทยานร้อยปีแห่งจุฬาลงกรณ์มหาวิทยาลัย,state_park,国家公园,4.6,3257,"254 Phaya Thai Rd, Wang Mai, Pathum Wan, Bangkok 10330泰国",13.73943,100.523753,巴吞旺县,Wang Mai,星期一 05:00-22:00 | 星期二 05:00-22:00 | 星期三 05:00-22:00 | 星期四 05:00-22:00 | 星期五 05:00-22:00 | 星期六 05:00-22:00 | 星期日 05:00-22:00,+66 2 218 1689,https://cu100.chula.ac.th,允许携带宠物|适合儿童|无障碍入口|无障碍停车,这个宁静的现代公园最初是为了泄洪而设计的，内有瀑布池和倾斜的人行道。,https://www.google.com/maps/place/%E6%9C%B1%E6%8B%89%E9%9A%86%E5%8A%9F%E5%A4%A7%E5%AD%A6%E7%99%BE%E5%B9%B4%E4%B8%96%E7%BA%AA%E5%85%AC%E5%9B%AD/data=!4m7!3m6!1s0x30e2992be834db29:0xb8059010c70b7e11!8m2!3d13.7394304!4d100.5237535!16s%2Fg%2F11g9s_q0w5!19sChIJKds06CuZ4jAREX4LxxCQBbg?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
