泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）
TH,4,村,80010601,800106,8001,80,,ท่าไร่,,村级暂无可靠中文标准名,ท่าไร่,เมืองนครศรีธรรมราช,นครศรีธรรมราช,8.3971601,100.0171927,历史点位匹配；上线前抽样复核,975,1023,1998,941,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,80010602,800106,8001,80,,ไร่บน,,村级暂无可靠中文标准名,ท่าไร่,เมืองนครศรีธรรมราช,นครศรีธรรมราช,8.3987965,100.0431918,历史点位匹配；上线前抽样复核,539,513,1052,348,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,80010603,800106,8001,80,,บางหลวง,,村级暂无可靠中文标准名,ท่าไร่,เมืองนครศรีธรรมราช,นครศรีธรรมราช,,,未匹配公开点位,552,547,1099,398,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,80010604,800106,8001,80,,ปากนํ้า,,村级暂无可靠中文标准名,ท่าไร่,เมืองนครศรีธรรมราช,นครศรีธรรมราช,8.3904935,100.0257226,历史点位匹配；上线前抽样复核,835,759,1594,540,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,80010605,800106,8001,80,,บางพุดทรา,,村级暂无可靠中文标准名,ท่าไร่,เมืองนครศรีธรรมราช,นครศรีธรรมราช,8.4008217,100.0380913,历史点位匹配；上线前抽样复核,519,594,1113,400,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,81010301,810103,8101,81,,หน้าชิง,,村级暂无可靠中文标准名,กระบี่น้อย,เมืองกระบี่,กระบี่,8.1370456,98.9245453,历史点位匹配；上线前抽样复核,789,789,1578,566,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,81010302,810103,8101,81,,น้ำจาน,,村级暂无可靠中文标准名,กระบี่น้อย,เมืองกระบี่,กระบี่,8.1008678,98.9526902,历史点位匹配；上线前抽样复核,796,800,1596,924,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,81010303,810103,8101,81,,โพธิ์เรียง,,村级暂无可靠中文标准名,กระบี่น้อย,เมืองกระบี่,กระบี่,8.1831832,98.9608509,历史点位匹配；上线前抽样复核,409,408,817,300,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,81010304,810103,8101,81,,หว่างคลองแขก,,村级暂无可靠中文标准名,กระบี่น้อย,เมืองกระบี่,กระบี่,8.191324,98.9599422,历史点位匹配；上线前抽样复核,594,545,1139,398,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,81010305,810103,8101,81,,คลองทับหัวกา,,村级暂无可靠中文标准名,กระบี่น้อย,เมืองกระบี่,กระบี่,8.1370508,98.9599479,历史点位匹配；上线前抽样复核,306,295,601,189,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,82010201,820102,8201,82,,นบปริง,,村级暂无可靠中文标准名,นบปริง,เมืองพังงา,พังงา,8.4822914,98.5192683,历史点位匹配；上线前抽样复核,383,432,815,282,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,82010202,820102,8201,82,,ปากหรา,,村级暂无可靠中文标准名,นบปริง,เมืองพังงา,พังงา,8.5211692,98.506499,历史点位匹配；上线前抽样复核,223,260,483,281,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,82010203,820102,8201,82,,บางแนะ,,村级暂无可靠中文标准名,นบปริง,เมืองพังงา,พังงา,8.5103522,98.5364964,历史点位匹配；上线前抽样复核,565,682,1247,511,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,82010204,820102,8201,82,,ปริง,,村级暂无可靠中文标准名,นบปริง,เมืองพังงา,พังงา,8.5049041,98.51924,历史点位匹配；上线前抽样复核,538,532,1070,449,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,82010205,820102,8201,82,,บางตง,,村级暂无可靠中文标准名,นบปริง,เมืองพังงา,พังงา,,,未匹配公开点位,256,259,515,189,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,83010301,830103,8301,83,,สะปำ,,村级暂无可靠中文标准名,เกาะแก้ว,เมืองภูเก็ต,ภูเก็ต,7.9439343,98.3919903,历史点位匹配；上线前抽样复核,653,730,1383,1200,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,83010302,830103,8301,83,,บางคู,,村级暂无可靠中文标准名,เกาะแก้ว,เมืองภูเก็ต,ภูเก็ต,7.9330854,98.3956353,历史点位匹配；上线前抽样复核,2711,3154,5865,4454,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,83010303,830103,8301,83,,บางเหนียว,,村级暂无可靠中文标准名,เกาะแก้ว,เมืองภูเก็ต,ภูเก็ต,7.9430324,98.3938061,历史点位匹配；上线前抽样复核,848,889,1737,701,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,83010304,830103,8301,83,,เกาะแก้ว,,村级暂无可靠中文标准名,เกาะแก้ว,เมืองภูเก็ต,ภูเก็ต,7.9656168,98.374719,历史点位匹配；上线前抽样复核,2281,2770,5051,3458,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,83010305,830103,8301,83,,เกาะแก้ว,,村级暂无可靠中文标准名,เกาะแก้ว,เมืองภูเก็ต,ภูเก็ต,7.9665227,98.3756249,历史点位匹配；上线前抽样复核,1475,1433,2908,1588,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,84010201,840102,8401,84,,ท่าเพชร,,村级暂无可靠中文标准名,มะขามเตี้ย,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,9.1210437,99.3211518,历史点位匹配；上线前抽样复核,6989,8587,15576,9070,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,84010202,840102,8401,84,,บางใหญ่,,村级暂无可靠中文标准名,มะขามเตี้ย,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,9.1273877,99.3065956,历史点位匹配；上线前抽样复核,4716,5853,10569,8577,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,84010203,840102,8401,84,,ท่าสน,,村级暂无可靠中文标准名,มะขามเตี้ย,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,9.1020509,99.3193148,历史点位匹配；上线前抽样复核,8169,8426,16595,9197,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,84010204,840102,8401,84,,ทรายทอง,,村级暂无可靠中文标准名,มะขามเตี้ย,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,9.0907028,99.3503928,历史点位匹配；上线前抽样复核,6462,7449,13911,8595,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,84010205,840102,8401,84,,ท่าเพชร,,村级暂无可靠中文标准名,มะขามเตี้ย,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,9.081196,99.3738961,历史点位匹配；上线前抽样复核,4942,4554,9496,5178,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,85010201,850102,8501,85,,ละออง,,村级暂无可靠中文标准名,ราชกรูด,เมืองระนอง,ระนอง,9.7974984,98.5940916,历史点位匹配；上线前抽样复核,1178,484,1662,657,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,85010202,850102,8501,85,,ล่าง,,村级暂无可靠中文标准名,ราชกรูด,เมืองระนอง,ระนอง,9.7423191,98.5877766,历史点位匹配；上线前抽样复核,270,246,516,219,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,85010203,850102,8501,85,,"เขาหยวก,บ้านราชกรูด",,村级暂无可靠中文标准名,ราชกรูด,เมืองระนอง,ระนอง,9.7414267,98.5978066,历史点位匹配；上线前抽样复核,482,500,982,716,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,85010204,850102,8501,85,,ห้วยน้ำใส,,村级暂无可靠中文标准名,ราชกรูด,เมืองระนอง,ระนอง,9.7296699,98.5987324,历史点位匹配；上线前抽样复核,333,383,716,323,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,85010205,850102,8501,85,,นกงาง,,村级暂无可靠中文标准名,ราชกรูด,เมืองระนอง,ระนอง,9.7061242,98.5741468,历史点位匹配；上线前抽样复核,500,490,990,402,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,86010201,860102,8601,86,,เกาะเสม็ด,,村级暂无可靠中文标准名,ปากน้ำ,เมืองชุมพร,ชุมพร,,,未匹配公开点位,33,41,74,28,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,86010202,860102,8601,86,,ปากน้ำ,,村级暂无可靠中文标准名,ปากน้ำ,เมืองชุมพร,ชุมพร,10.4416218,99.2456645,历史点位匹配；上线前抽样复核,937,951,1888,1154,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,86010203,860102,8601,86,,บน,,村级暂无可靠中文标准名,ปากน้ำ,เมืองชุมพร,ชุมพร,10.4371038,99.2401788,历史点位匹配；上线前抽样复核,851,939,1790,1380,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,86010204,860102,8601,86,,คอหมู,,村级暂无可靠中文标准名,ปากน้ำ,เมืองชุมพร,ชุมพร,10.4280446,99.2593589,历史点位匹配；上线前抽样复核,613,645,1258,639,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,86010205,860102,8601,86,,หัวกรูด,,村级暂无可靠中文标准名,ปากน้ำ,เมืองชุมพร,ชุมพร,10.4000208,99.2419778,历史点位匹配；上线前抽样复核,446,485,931,468,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,90010201,900102,9001,90,,บางดาล,,村级暂无可靠中文标准名,เขารูปช้าง,เมืองสงขลา,สงขลา,7.149223,100.5936832,历史点位匹配；上线前抽样复核,1521,1789,3310,1633,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,90010202,900102,9001,90,,เขาแก้ว,,村级暂无可靠中文标准名,เขารูปช้าง,เมืองสงขลา,สงขลา,7.1582404,100.6009572,历史点位匹配；上线前抽样复核,1257,1563,2820,1549,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,90010203,900102,9001,90,,ทุ่งใหญ่,,村级暂无可靠中文标准名,เขารูปช้าง,เมืองสงขลา,สงขลา,7.1708173,100.6245406,历史点位匹配；上线前抽样复核,2903,3163,6066,2877,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,90010204,900102,9001,90,,สะพานยาว,,村级暂无可靠中文标准名,เขารูปช้าง,เมืองสงขลา,สงขลา,7.1600015,100.6145436,历史点位匹配；上线前抽样复核,1300,1333,2633,1472,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,90010205,900102,9001,90,,ปราบ,,村级暂无可靠中文标准名,เขารูปช้าง,เมืองสงขลา,สงขลา,7.1446137,100.6190162,历史点位匹配；上线前抽样复核,4290,4724,9014,4217,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,91010201,910102,9101,91,,เขาจีน,,村级暂无可靠中文标准名,คลองขุด,เมืองสตูล,สตูล,6.615157,100.1529435,历史点位匹配；上线前抽样复核,2177,2166,4343,1619,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,91010202,910102,9101,91,,ท่าจีน,,村级暂无可靠中文标准名,คลองขุด,เมืองสตูล,สตูล,6.6214818,100.1556716,历史点位匹配；上线前抽样复核,871,926,1797,1057,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,91010203,910102,9101,91,,เกาะนก,,村级暂无可靠中文标准名,คลองขุด,เมืองสตูล,สตูล,6.5800119,100.0958834,历史点位匹配；上线前抽样复核,1017,1007,2024,761,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,91010204,910102,9101,91,,คลองขุด,,村级暂无可靠中文标准名,คลองขุด,เมืองสตูล,สตูล,6.5852856,100.1637278,历史点位匹配；上线前抽样复核,2019,2188,4207,2503,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,91010205,910102,9101,91,,นาแค,,村级暂无可靠中文标准名,คลองขุด,เมืองสตูล,สตูล,6.6395704,100.1557137,历史点位匹配；上线前抽样复核,689,677,1366,419,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,92010401,920104,9201,92,,นาพละ,,村级暂无可靠中文标准名,นาพละ,เมืองตรัง,ตรัง,,,未匹配公开点位,122,140,262,93,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,92010402,920104,9201,92,,หนองช้าง,,村级暂无可靠中文标准名,นาพละ,เมืองตรัง,ตรัง,,,未匹配公开点位,163,145,308,102,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,92010403,920104,9201,92,,ไสหยี,,村级暂无可靠中文标准名,นาพละ,เมืองตรัง,ตรัง,,,未匹配公开点位,480,481,961,333,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,92010404,920104,9201,92,,นางน้อย,,村级暂无可靠中文标准名,นาพละ,เมืองตรัง,ตรัง,,,未匹配公开点位,71,75,146,44,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,92010405,920104,9201,92,,ยางงาม,,村级暂无可靠中文标准名,นาพละ,เมืองตรัง,ตรัง,,,未匹配公开点位,41,35,76,47,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,93010301,930103,9301,93,,ป่าห้าม,,村级暂无可靠中文标准名,เขาเจียก,เมืองพัทลุง,พัทลุง,7.6102569,100.0406288,历史点位匹配；上线前抽样复核,304,388,692,429,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,93010302,930103,9301,93,,ดอนปริง,,村级暂无可靠中文标准名,เขาเจียก,เมืองพัทลุง,พัทลุง,7.6228993,100.0488177,历史点位匹配；上线前抽样复核,376,445,821,625,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,93010303,930103,9301,93,,ไสยาง,,村级暂无可靠中文标准名,เขาเจียก,เมืองพัทลุง,พัทลุง,7.6288967,100.0273588,历史点位匹配；上线前抽样复核,119,134,253,85,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,93010304,930103,9301,93,,ป่าไส,,村级暂无可靠中文标准名,เขาเจียก,เมืองพัทลุง,พัทลุง,7.6021912,100.0301269,历史点位匹配；上线前抽样复核,184,172,356,149,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,93010305,930103,9301,93,,ออกศาลา,,村级暂无可靠中文标准名,เขาเจียก,เมืองพัทลุง,พัทลุง,7.6355765,100.0425029,历史点位匹配；上线前抽样复核,196,229,425,182,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,94010401,940104,9401,94,,สุไหงปาแน,,村级暂无可靠中文标准名,บานา,เมืองปัตตานี,ปัตตานี,6.8705958,101.2920124,历史点位匹配；上线前抽样复核,929,951,1880,528,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,94010402,940104,9401,94,,บานา,,村级暂无可靠中文标准名,บานา,เมืองปัตตานี,ปัตตานี,6.8769359,101.2893294,历史点位匹配；上线前抽样复核,1061,1082,2143,601,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,94010403,940104,9401,94,,บานา,,村级暂无可靠中文标准名,บานา,เมืองปัตตานี,ปัตตานี,6.8815027,101.2794023,历史点位匹配；上线前抽样复核,543,563,1106,373,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,94010404,940104,9401,94,,กำปงตารง,,村级暂无可靠中文标准名,บานา,เมืองปัตตานี,ปัตตานี,6.8706346,101.2838727,历史点位匹配；上线前抽样复核,350,344,694,261,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,94010405,940104,9401,94,,กูวิง,,村级暂无可靠中文标准名,บานา,เมืองปัตตานี,ปัตตานี,6.8597837,101.2847254,历史点位匹配；上线前抽样复核,612,666,1278,351,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,95010201,950102,9501,95,,บุดี,,村级暂无可靠中文标准名,บุดี,เมืองยะลา,ยะลา,6.5080346,101.3129188,历史点位匹配；上线前抽样复核,522,508,1030,549,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,95010202,950102,9501,95,,นิบง,,村级暂无可靠中文标准名,บุดี,เมืองยะลา,ยะลา,6.5026936,101.2948195,历史点位匹配；上线前抽样复核,516,529,1045,260,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,95010203,950102,9501,95,,จือนือแร,,村级暂无可靠中文标准名,บุดี,เมืองยะลา,ยะลา,6.493626,101.3011046,历史点位匹配；上线前抽样复核,502,524,1026,294,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,95010204,950102,9501,95,,บือแน,,村级暂无可靠中文标准名,บุดี,เมืองยะลา,ยะลา,6.487266,101.3083055,历史点位匹配；上线前抽样复核,533,618,1151,267,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,95010205,950102,9501,95,,ไบก์,,村级暂无可靠中文标准名,บุดี,เมืองยะลา,ยะลา,6.4691472,101.31726,历史点位匹配；上线前抽样复核,644,630,1274,238,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,96010201,960102,9601,96,,คลองไทร,,村级暂无可靠中文标准名,ลำภู,เมืองนราธิวาส,นราธิวาส,6.3863119,101.7983806,历史点位匹配；上线前抽样复核,870,575,1445,373,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,96010202,960102,9601,96,,ลำภู,,村级暂无可靠中文标准名,ลำภู,เมืองนราธิวาส,นราธิวาส,6.3790738,101.8001477,历史点位匹配；上线前抽样复核,366,416,782,364,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,96010203,960102,9601,96,,ทุ่งขนุน,,村级暂无可靠中文标准名,ลำภู,เมืองนราธิวาส,นราธิวาส,6.3682753,101.7919607,历史点位匹配；上线前抽样复核,678,784,1462,422,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,96010204,960102,9601,96,,โคกโก,,村级暂无可靠中文标准名,ลำภู,เมืองนราธิวาส,นราธิวาส,6.3645633,101.8100038,历史点位匹配；上线前抽样复核,286,286,572,244,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,96010205,960102,9601,96,,รามา,,村级暂无可靠中文标准名,ลำภู,เมืองนราธิวาส,นราธิวาส,,,未匹配公开点位,481,491,972,210,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
