清单序号,酒店ID,清单酒店名称,携程详情酒店名称,Trip酒店ID,Trip酒店名称,房型ID,房型名称,床型,可住人数,面积,楼层,窗户,吸烟政策,房型设施,房型图片数,房型首图URL,房型图片URLs,入住日期,离店日期,来源URL,房型数据性质,采集方法,采集时间
8,1517796,"曼谷维伊 - 美憬阁酒店(VIE Hotel Bangkok, MGallery Hotel Collection)","曼谷维伊 - 美憬阁酒店(VIE Hotel Bangkok, MGallery Hotel Collection)",1517796,"VIE Hotel Bangkok, MGallery Hotel Collection",502722483,Executive Family Suite With Piano Club Benefits,1 King bed and 1 Futon bed,2,81m²,,Has window,Non-smoking,Private bathroom | Bathtub | Minibar | Daily housekeeping | Video streaming services | 81m² | Has window | Non-smoking | Free Wi-Fi,12,https://aw-d.tripcdn.com/images/1mc6812000fnnbqkf5A2E.jpg,https://aw-d.tripcdn.com/images/1mc6812000fnnbqkf5A2E.jpg | https://aw-d.tripcdn.com/images/1mc2z12000h4crgf8FC35.jpg | https://aw-d.tripcdn.com/images/1mc5212000h4cp8hnBAD1.jpg | https://aw-d.tripcdn.com/images/1mc3y12000h4cstbxFAA8.jpg | https://aw-d.tripcdn.com/images/1mc7012000ki8oset524F.jpg | https://aw-d.tripcdn.com/images/1mc3812000ki8k2xt9BC5.jpg | https://aw-d.tripcdn.com/images/1mc1t12000f9dnsuzB90A.jpg | https://aw-d.tripcdn.com/images/1mc2e12000ki8j9goB28A.jpg | https://aw-d.tripcdn.com/images/1mc3912000ki8guevA213.jpg | https://aw-d.tripcdn.com/images/0220p12000j1pj4p8F2FD.jpg | https://aw-d.tripcdn.com/images/0223j12000p5iwz5f7F13.jpg | https://aw-d.tripcdn.com/images/0220z12000p4wffn23024.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1517796/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:02:44
8,1517796,"曼谷维伊 - 美憬阁酒店(VIE Hotel Bangkok, MGallery Hotel Collection)","曼谷维伊 - 美憬阁酒店(VIE Hotel Bangkok, MGallery Hotel Collection)",1517796,"VIE Hotel Bangkok, MGallery Hotel Collection",511125378,Two Bedroom Suite With Piano Club Benefits,2 King bed,4,125m²,,Fixed window,Non-smoking,Private bathroom | Bathtub | Minibar | Daily housekeeping | Video streaming services | 125m² | Fixed window | Non-smoking | Free Wi-Fi,8,https://aw-d.tripcdn.com/images/1mc3p12000h4civy7A36C.jpg,https://aw-d.tripcdn.com/images/1mc3p12000h4civy7A36C.jpg | https://aw-d.tripcdn.com/images/1mc1c12000h4ck5903EE3.jpg | https://aw-d.tripcdn.com/images/1mc0512000hmz4qik7648.jpg | https://aw-d.tripcdn.com/images/1mc5c12000h4ceih39151.jpg | https://aw-d.tripcdn.com/images/1mc4o12000ki8nzd46D73.jpg | https://aw-d.tripcdn.com/images/1mc0712000ki8i0xs4681.jpg | https://aw-d.tripcdn.com/images/1mc1t12000f9dnsuzB90A.jpg | https://aw-d.tripcdn.com/images/0224q12000p5iwzp3AE1D.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1517796/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:02:44
8,1517796,"曼谷维伊 - 美憬阁酒店(VIE Hotel Bangkok, MGallery Hotel Collection)","曼谷维伊 - 美憬阁酒店(VIE Hotel Bangkok, MGallery Hotel Collection)",1517796,"VIE Hotel Bangkok, MGallery Hotel Collection",5932646,Deluxe Room,1 King bed or 2 Single bed,3,39-41m²,Floor: 14-24,Has window,Non-smoking,Private bathroom | Bathtub | Refrigerator | Minibar | Daily housekeeping | 39-41m² | Floor: 14-24 | Has window | Non-smoking | Free Wi-Fi,7,https://aw-d.tripcdn.com/images/1mc3p12000f9dsjppE95E.jpg,https://aw-d.tripcdn.com/images/1mc3p12000f9dsjppE95E.jpg | https://aw-d.tripcdn.com/images/1mc4812000bmelndv78B8.jpg | https://aw-d.tripcdn.com/images/1mc2u12000bmemaddCBCD.jpg | https://aw-d.tripcdn.com/images/1mc5s12000bmendpk9966.jpg | https://aw-d.tripcdn.com/images/1mc5f12000bmenyu6CEE1.jpg | https://aw-d.tripcdn.com/images/1mc1h12000bmemqix0F4B.jpg | https://aw-d.tripcdn.com/images/1mc0712000ki8i0xs4681.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1517796/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:02:44
8,1517796,"曼谷维伊 - 美憬阁酒店(VIE Hotel Bangkok, MGallery Hotel Collection)","曼谷维伊 - 美憬阁酒店(VIE Hotel Bangkok, MGallery Hotel Collection)",1517796,"VIE Hotel Bangkok, MGallery Hotel Collection",6434956,Grand Duplex Suite With Piano Club Benefits,2 King bed,4,125-145m²,Floor: 25,Has window,Non-smoking,Private bathroom | Bathtub | Refrigerator | Minibar | Daily housekeeping | 125-145m² | Floor: 25 | Has window | Non-smoking | Free Wi-Fi,11,https://aw-d.tripcdn.com/images/1mc4812000ki8jmarE290.jpg,https://aw-d.tripcdn.com/images/1mc4812000ki8jmarE290.jpg | https://aw-d.tripcdn.com/images/1mc1t12000ki8kdhu5324.jpg | https://aw-d.tripcdn.com/images/1mc0x12000ki8kf9060C7.jpg | https://aw-d.tripcdn.com/images/1mc2r12000f9ehg2721E1.jpg | https://aw-d.tripcdn.com/images/0203q12000a1z22c4F9C5.jpg | https://aw-d.tripcdn.com/images/1mc1712000bmemq3x3302.jpg | https://aw-d.tripcdn.com/images/0223b12000p4wfok4494D.jpg | https://aw-d.tripcdn.com/images/0221912000p4wg31z8DDD.jpg | https://aw-d.tripcdn.com/images/0223312000c3n82re81CB.jpg | https://aw-d.tripcdn.com/images/0223h12000p5iwylo6A4B.jpg | https://aw-d.tripcdn.com/images/0583a12000sok1huoCFAB.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1517796/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:02:44
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,249594766,G Deluxe Double Room,1 King bed,3,34m²,Floor: 18-25,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 34m² | Floor: 18-25 | Has window | Non-smoking | Free Wi-Fi,8,https://aw-d.tripcdn.com/images/1mc2g12000r4ee7shCE7B.jpg,https://aw-d.tripcdn.com/images/1mc2g12000r4ee7shCE7B.jpg | https://aw-d.tripcdn.com/images/02002120008vuuoi3A12B.jpg | https://aw-d.tripcdn.com/images/1mc0712000ig15dzsFF52.jpg | https://aw-d.tripcdn.com/images/1mc5i12000ig0yini2973.jpg | https://aw-d.tripcdn.com/images/1mc2k12000ig121yi5811.jpg | https://aw-d.tripcdn.com/images/0224q12000kvxhhggB489.jpg | https://aw-d.tripcdn.com/images/0220g12000k720m1l1BC9.jpg | https://aw-d.tripcdn.com/images/0226m12000k720dgz9863.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,249594805,G Deluxe Twin Room,2 Single bed,3,34m²,Floor: 18-25,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 34m² | Floor: 18-25 | Has window | Non-smoking | Free Wi-Fi,9,https://aw-d.tripcdn.com/images/1mc2q12000ig19q0u6556.jpg,https://aw-d.tripcdn.com/images/1mc2q12000ig19q0u6556.jpg | https://aw-d.tripcdn.com/images/1mc4f12000ig17s4eA0CB.jpg | https://aw-d.tripcdn.com/images/1mc5i12000ig0yini2973.jpg | https://aw-d.tripcdn.com/images/1mc2k12000ig121yi5811.jpg | https://aw-d.tripcdn.com/images/0222g12000kzvyo23E205.jpg | https://aw-d.tripcdn.com/images/0226m12000k720dgz9863.jpg | https://aw-d.tripcdn.com/images/0220g12000k720m1l1BC9.jpg | https://aw-d.tripcdn.com/images/0226v12000bimzsir7720.jpg | https://aw-d.tripcdn.com/images/0224q12000kvxhhggB489.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,249594859,G Club Double Room,1 King bed,2,34m²,Floor: 26,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 34m² | Floor: 26 | Has window | Non-smoking | Free Wi-Fi,6,https://aw-d.tripcdn.com/images/1mc2g12000r4ee7shCE7B.jpg,https://aw-d.tripcdn.com/images/1mc2g12000r4ee7shCE7B.jpg | https://aw-d.tripcdn.com/images/0220r12000k720gh04921.jpg | https://aw-d.tripcdn.com/images/0226m12000k720dgz9863.jpg | https://aw-d.tripcdn.com/images/0220b12000kvxhfp78425.jpg | https://aw-d.tripcdn.com/images/1mc5i12000ig0yini2973.jpg | https://aw-d.tripcdn.com/images/0224q12000kvxhhggB489.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,249594873,G Club Twin Room,2 Single bed,2,34m²,Floor: 26,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 34m² | Floor: 26 | Has window | Non-smoking | Free Wi-Fi,5,https://aw-d.tripcdn.com/images/1mc2k12000r4eg90555EC.jpg,https://aw-d.tripcdn.com/images/1mc2k12000r4eg90555EC.jpg | https://aw-d.tripcdn.com/images/0224o12000kzvyqd086C8.jpg | https://aw-d.tripcdn.com/images/0220g12000k720m1l1BC9.jpg | https://aw-d.tripcdn.com/images/1mc5i12000ig0yini2973.jpg | https://aw-d.tripcdn.com/images/1mc3412000ig17xgg568A.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,249594988,Premium Deluxe Double Room,1 King bed,3,34m²,Floor: 28-31,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 34m² | Floor: 28-31 | Has window | Non-smoking | Free Wi-Fi,4,https://aw-d.tripcdn.com/images/1mc4112000r4eh04k2473.jpg,https://aw-d.tripcdn.com/images/1mc4112000r4eh04k2473.jpg | https://aw-d.tripcdn.com/images/1mc2412000ig0lb3c4F96.jpg | https://aw-d.tripcdn.com/images/0204m120008vuwb3g2266.jpg | https://aw-d.tripcdn.com/images/1mc5212000c4pq3n91163.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,249595002,Premium Deluxe Twin Room,2 Single bed,3,34m²,Floor: 28-31,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 34m² | Floor: 28-31 | Has window | Non-smoking | Free Wi-Fi,5,https://aw-d.tripcdn.com/images/1mc2r12000qkwzjg9DA50.jpg,https://aw-d.tripcdn.com/images/1mc2r12000qkwzjg9DA50.jpg | https://aw-d.tripcdn.com/images/0204m120008vuwb3g2266.jpg | https://aw-d.tripcdn.com/images/1mc2412000ig0lb3c4F96.jpg | https://aw-d.tripcdn.com/images/1mc2a12000ig0oqlt20EF.jpg | https://aw-d.tripcdn.com/images/0584z12000solkp6x50D2.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,249595068,Executive Double Room,1 King bed,2,34m²,"Floor: 27,32-36",Has window,,"Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 34m² | Floor: 27,32-36 | Has window | Free Wi-Fi",4,https://aw-d.tripcdn.com/images/1mc4112000r4eh04k2473.jpg,https://aw-d.tripcdn.com/images/1mc4112000r4eh04k2473.jpg | https://aw-d.tripcdn.com/images/1mc5712000ig0pnk36669.jpg | https://aw-d.tripcdn.com/images/1mc2412000ig0lb3c4F96.jpg | https://aw-d.tripcdn.com/images/1mc2a12000ig0oqlt20EF.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,249595087,Executive Twin Room,2 Single bed,2,34m²,"Floor: 27,32-36",Has window,,"Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 34m² | Floor: 27,32-36 | Has window | Free Wi-Fi",5,https://aw-d.tripcdn.com/images/0221p120009c3rray3F41.jpg,https://aw-d.tripcdn.com/images/0221p120009c3rray3F41.jpg | https://aw-d.tripcdn.com/images/1mc2r12000qkwzjg9DA50.jpg | https://aw-d.tripcdn.com/images/1mc2412000ig0lb3c4F96.jpg | https://aw-d.tripcdn.com/images/1mc2a12000ig0oqlt20EF.jpg | https://aw-d.tripcdn.com/images/0226v12000bimzsir7720.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,31379639,G Suite,1 King bed,2,77m²,Floor: 18-22,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 77m² | Floor: 18-22 | Has window | Non-smoking | Free Wi-Fi,10,https://aw-d.tripcdn.com/images/0226v12000bimzsir7720.jpg,https://aw-d.tripcdn.com/images/0226v12000bimzsir7720.jpg | https://aw-d.tripcdn.com/images/02072120008vuxalf93DE.jpg | https://aw-d.tripcdn.com/images/0204e120008vuxalc6008.jpg | https://aw-d.tripcdn.com/images/0203b120008vuwvbh966E.jpg | https://aw-d.tripcdn.com/images/1mc2412000c4prykjAEEB.jpg | https://aw-d.tripcdn.com/images/1mc2x12000c4pscypA868.jpg | https://aw-d.tripcdn.com/images/0222g12000kzvyo23E205.jpg | https://aw-d.tripcdn.com/images/0226m12000k720dgz9863.jpg | https://aw-d.tripcdn.com/images/0226q12000kzvyjqv7372.jpg | https://aw-d.tripcdn.com/images/0224o12000kzvyqd086C8.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,32325787,G Club Room,1 King bed or 2 Small double beds,2,34m²,Floor: 26,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 34m² | Floor: 26 | Has window | Non-smoking | Free Wi-Fi,5,https://aw-d.tripcdn.com/images/1mc2g12000r4ee7shCE7B.jpg,https://aw-d.tripcdn.com/images/1mc2g12000r4ee7shCE7B.jpg | https://aw-d.tripcdn.com/images/02002120008vuuoi3A12B.jpg | https://aw-d.tripcdn.com/images/0200r120008vuutqm7D78.jpg | https://aw-d.tripcdn.com/images/0205d120008vuuoi193CB.jpg | https://aw-d.tripcdn.com/images/1mc5i12000ig0yini2973.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,33298472,Premium Deluxe Room,1 King bed or 2 Single bed,2,34m²,Floor: 28-31,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 34m² | Floor: 28-31 | Has window | Non-smoking | Free Wi-Fi,4,https://aw-d.tripcdn.com/images/1mc7012000qkxc6bwA467.jpg,https://aw-d.tripcdn.com/images/1mc7012000qkxc6bwA467.jpg | https://aw-d.tripcdn.com/images/0204m120008vuwb3g2266.jpg | https://aw-d.tripcdn.com/images/1mc2e12000c4javpy05D0.jpg | https://aw-d.tripcdn.com/images/1mc2a12000ig0oqlt20EF.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,4224029,Executive Room,1 King bed or 2 Single bed,2,34m²,"Floor: 27,32-36",Has window,,"Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 34m² | Floor: 27,32-36 | Has window | Free Wi-Fi",4,https://aw-d.tripcdn.com/images/1mc4112000r4eh04k2473.jpg,https://aw-d.tripcdn.com/images/1mc4112000r4eh04k2473.jpg | https://aw-d.tripcdn.com/images/0204m120008vuwb3g2266.jpg | https://aw-d.tripcdn.com/images/1mc2e12000c4javpy05D0.jpg | https://aw-d.tripcdn.com/images/1mc5m12000r4ehydz5A8F.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,429343112,Deluxe Double Room,1 Double bed,3,34m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Daily housekeeping | 34m² | Has window | Non-smoking | Free Wi-Fi,4,https://aw-d.tripcdn.com/images/1mc7012000qkxc6bwA467.jpg,https://aw-d.tripcdn.com/images/1mc7012000qkxc6bwA467.jpg | https://aw-d.tripcdn.com/images/1mc5712000ig0pnk36669.jpg | https://aw-d.tripcdn.com/images/1mc2412000ig0lb3c4F96.jpg | https://aw-d.tripcdn.com/images/1mc2a12000ig0oqlt20EF.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,440399107,G Deluxe Room,1 Double bed or 2 Single bed,2,34m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Daily housekeeping | 34m² | Has window | Non-smoking | Free Wi-Fi,4,https://aw-d.tripcdn.com/images/1mc2g12000r4ee7shCE7B.jpg,https://aw-d.tripcdn.com/images/1mc2g12000r4ee7shCE7B.jpg | https://aw-d.tripcdn.com/images/1mc4712000ig1023yF17E.jpg | https://aw-d.tripcdn.com/images/1mc5i12000ig0yini2973.jpg | https://aw-d.tripcdn.com/images/1mc5c12000c4jeahvA20D.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,542344562,Deluxe Twin Bed Room,2 Single bed,2,34m²,,Fixed window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Daily housekeeping | 34m² | Fixed window | Non-smoking | Free Wi-Fi,2,https://aw-d.tripcdn.com/images/1mc2r12000qkwzjg9DA50.jpg,https://aw-d.tripcdn.com/images/1mc2r12000qkwzjg9DA50.jpg | https://aw-d.tripcdn.com/images/0587312000sojkfnp3834.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,550393396,Deluxe Room,1 King bed or 2 Single bed,2,34m²,,Fixed window,Non-smoking,Private bathroom | Bathtub | Butler service | Shower with grab bars | Bath towels | 34m² | Fixed window | Non-smoking | Free Wi-Fi,3,https://aw-d.tripcdn.com/images/1mc4u12000qkxaqy3C072.jpg,https://aw-d.tripcdn.com/images/1mc4u12000qkxaqy3C072.jpg | https://aw-d.tripcdn.com/images/0587312000sojkfnp3834.jpg | https://aw-d.tripcdn.com/images/1mc7012000qkxcyi2C1C8.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
9,1489251,曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),曼谷铂尔曼G酒店(Pullman Bangkok Hotel G),1489251,Pullman Bangkok Hotel G,563174724,"Corner Suite, Lounge Access",1 King bed,2,77m²,,,Non-smoking,Private bathroom | Bathtub | Butler service | Shower with grab bars | Bath towels | 77m² | Non-smoking | Free Wi-Fi,4,https://aw-d.tripcdn.com/images/1mc3y12000rpdsqxh12B9.jpg,https://aw-d.tripcdn.com/images/1mc3y12000rpdsqxh12B9.jpg | https://aw-d.tripcdn.com/images/1mc2g12000r4ee7shCE7B.jpg | https://aw-d.tripcdn.com/images/1mc5v12000rphgxa379C4.jpg | https://aw-d.tripcdn.com/images/1mc1o12000rphfwv3109F.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-1489251/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:03:10
