行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
呵叻府,餐饮美食,Kemon Alpaca Khao Yai,动物园/咖啡馆,เคมง อัลปาก้า เขาใหญ่,考艾,亲子/情侣,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/6a6c8455000000002500f1ef?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：来泰国考艾的友友们 快来这里喂羊驼🦙
正文：正在计划去泰国考艾（Khao Yai）的姐妹看过来！如果你想找一个人少、风景绝美、超级治愈的地方，直接定位 Kemon Alpaca Khao Yai（เคมง อัลปาก้า เขาใหญ่）！这里简直就是现实版的童话小镇，拍出来的照片帧帧能当壁纸！

🌟 必去打卡的 4 大理由
神仙级超能治愈动物天团 🦙🐑
这里的羊驼和绵羊都被养得超干净、毛茸茸的！性格超级温顺且是个“吃货”，拿上一小小桶饲料，它们就会乖乖凑过来合影，配合度满分！

假装在欧洲的绝美画卷 ⛰️
大片翠绿的草坪、木质围栏，背景是连绵起伏的蓝山与白云。不需要复杂的滤镜，原相机直出就是满满的油画质感和复古法式庄园风。

惬意出片的两用咖啡馆 🍹
园内配有高颜值咖啡厅，喂完小动物可以坐在户外阴凉处喝杯冰饮、吃个甜品，一边吹着山风一边晒太阳，享受极致的松弛感。

小众不挤，拍照不用躲人头 📸
相比考艾其他网红店，这里的空间非常开阔，可以轻松拍出“一人独占整片大草原”的视觉效果。

💡 中国游客专属游玩/拍照 Tips
最佳入园时间： 建议早晨 8:30 - 10:00（人少阳光柔和）或者下午 16:00 - 17:30（抓取绝美的金黄落日余晖 Golden Hour）。

交通建议： 从曼谷包车前往考艾最方便（车程约 2.5 - 3 小时）

📍 地点： Kemon Alpaca Khao Yai (เคมง อัลปาก้า เขาใหญ่)

🚗 导航： 谷歌地图直接搜索“Kemon Alpaca Khao Yai”即可，园区自带超大停车位。

来泰国别再去人挤人的热门景点啦，快来这儿抱抱羊驼、吸吸氧吧！✨
#泰国吃喝玩乐[话题]# #泰国旅游[话题]# #近距离接触小动物[话题]# #亲近小动物[话题]#  #考艾[话题]# #跟动物亲密接触[话题]#",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,餐饮美食,Khao Yai Tree House,餐厅与本地美食,Khao Yai Tree House,北冲县,拍照打卡,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：五一不知道去哪？那你应该看看泰国巴冲
正文：•khao yai tree house🌟🌟🌟🌟🌟
这家可是在我收藏夹里好久的树屋餐厅，可以说是真正的建在树上，简直是现实版的暮光之城，在这里吃饭真的是一种享受",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,餐饮美食,LAMAYA KHAOYAI,餐厅与本地美食,LAMAYA KHAOYAI,北冲县,拍照打卡,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/695cb06f000000001a023951?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：泰国考艾亲子攻略｜自然×农场×美食一次满足
正文：🎇LAMAYA KHAOYAI
整个餐厅非常有特色，设计灵感来自玛雅部落美学。餐厅白天和晚上截然不同，建议晚上过来哦。晚上会有驻唱，灯光秀以及烟火表演。",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,餐饮美食,Midwinter Green,咖啡馆/餐厅,Midwinter Green Khao Yai,北冲县,拍照打卡,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：假装在意大利！曼谷2h直达的“小欧洲”
正文：4️⃣ Midwinter Green – 森林玻璃屋
欧式城堡外观+全玻璃温室，招牌蝶豆花拿铁配芒果糯米饭，人均¥50就能拥有欧洲贵妇下午茶体验",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,餐饮美食,Ribs Mannn,餐厅与本地美食,Ribs Mannn,北冲县,牛排爱好者,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：五一不知道去哪？那你应该看看泰国巴冲
正文：• Ribs mannn🌟🌟🌟🌟🌟
喜欢吃牛排的闭眼冲，人均300-400泰铢，牛排煎的很嫩",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,餐饮美食,SAAN Cafe Khaoyai,咖啡馆,SAAN Cafe Khaoyai / สานคาเฟ่,北冲县,休闲游客,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/69096a82000000000402afc1?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：SAAN Cafe Khaoyai สานคาเฟ่ ｜ 考艾咖啡馆
正文：咖啡馆前边有大片的草地，后面还有很多种植大棚，主打从farm到table，还有新鲜的蔬菜和蜜瓜售卖。
点了水果沙拉，蜜瓜确实很新鲜，所以单买了一个瓜。

11月初考艾这边还有很多葡萄采摘，从森林公园回曼谷的北入口，有很多摊贩售卖新鲜水果，看本地人都买葡萄，我们也买了些，非常新鲜，而且新鲜的葡萄和超市里的感觉是完全不同的，有一种紫黑小圆粒葡萄，品种之前没有吃过，连皮吃外皮是脆的一口爆浆的感觉，非常推荐。
#考艾[话题]# #考艾咖啡馆[话题]# #咖啡馆[话题]# #考艾咖啡厅[话题]# #葡萄采摘[话题]# #室外咖啡厅[话题]# #咖啡店[话题]# #考艾Khaoyai[话题]# #葡萄[话题]#",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,餐饮美食,Serina Italian Restaurant,国际风味餐厅,Serina Italian Restaurant,北冲县,意餐爱好者,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/6a7dcfc5000000000c003001?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：Khao Yai｜泰国考艾7个宝藏景点+餐厅+住宿
正文：6. Serina Italian Restaurant｜8/10 🍝
非常传统的意大利料理🇮🇹
想吃的话记得提前预约！
我最喜欢的是蘑菇烩饭（Risotto），真的超级好吃🤤
喜欢意大利菜的朋友一定要试试！",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,餐饮美食,The Chocolate Factory,咖啡馆/甜品店,The Chocolate Factory Khao Yai,北冲县,甜品爱好者,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：假装在意大利！曼谷2h直达的“小欧洲”
正文：The Chocolate Factory工业风巧克力工坊",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,餐饮美食,Trot Cafe Khaoyai,咖啡馆,Trot Cafe Khaoyai,北冲县,拍照打卡,3,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/6a6ddcec0000000024025804?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a509ae8000000002201b49f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/695cb06f000000001a023951?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：考艾两天旅游攻略
正文：此攻略适用于在泰工作，自己没有车，半穷游以及在曼谷吸多汽车尾气想要吸氧的人群。
1、怎么去考艾：去考艾基本就是火车和大巴车，因为看到别人推荐火车站离住的地方比较近，步行就可以到，所以选择坐火车。可以提前线上购票，买有空调的车厢会比较舒服。我买的太晚了，所以买了早上7:10-10:50的车票，上午没那么热，从Krung Thep Aphiwat火车站坐到Pak chong。
2、住宿：住的地方是很多人推荐的青旅more than sleep，从pak chong步行十几分钟就到了。我和朋友到了之后先寄存行李，然后随便找了个店吃午饭就打车去了最近的咖啡店。
3、考艾的咖啡店真的很大很漂亮，我和朋友去了一家比较近的，大概八公里吧，叫trot cafe khaoyai。去的时候可以打到车，回来的时候只打得到摩托车😂。咖啡店特别大，没在店里消费，也可以到处拍照，天气很好特别适合出片。和朋友待了大概一下午，太阳大的时候在咖啡店里吹风，等三点半了去拍照，大概四点半的时候去骑自行车。
4、考艾国家森林公园：到考艾了大家应该都会想去这里看一下，很多泰国人也喜欢到这里吸氧，甚至还有在这里露营过夜的。酒店的跟团游，从7:30-19:00，一个人1500泰铢包括门票，因为19:00才结束，赶不上18:00最后一班大巴车，所以我没跟团。后面自己找了一辆车，我和朋友两个人，包四个半小时，一共1500泰铢，但是不包括门票。区别是，酒店的跟团游应该很大部分是徒步，所以时间久。四个半小时的，是到一个风景好的地方就走走拍拍照，最累的是去看大瀑布的时候，来回走了大概两公里，全程不太累。
因为我去的时候是国王生日吧，泰国人可以免费进，平时要70泰铢，外国人四百泰铢。司机还有他老婆都很好，他们还带着孩子，孩子应该是特殊小孩，特别瘦弱，全程安安静静。司机和他老婆都特别温柔，因为我会说泰语，就让我朋友别说话，我俩就假装泰国人混进去了，省了四百泰铢，也可能是因为当天人很多，买票就没那么严格。
正常的话可以看到一些小动物的，还有野生大象，但是我去的那天车太多了，没什么动物。回家第二天司机老婆还发了好几张动物照片给我。坐车时长久晕车的朋友慎选
5、回程：司机送我们去了minibus车站，帮我和大巴车司机沟通，坐到mochit的bts和地铁是200泰铢。#考艾旅游[话题]# #考艾包车[话题]# #考艾攻略[话题]#

「2*混合贴」
标题：泰国小瑞士！考艾3天2夜自驾之旅
正文：📍Trot Cafe Khaoyai
被复古小汽车吸引过去的，能租来环绕园区一圈，很出片。园区很大，有骑马、有高尔夫。

「3*混合贴」
标题：泰国考艾亲子攻略｜自然×农场×美食一次满足
正文：☕️Trot Cafe Khaoyai
这家咖啡店很火，里面可以开车，骑马，荡秋千，还有很多的动物。老爷车记得早点预约，他家的餐食种类很少，味道也一般，价格还贵。建议来这里逛逛拍拍照，点杯咖啡就可以了，吃饭可以去别处。",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,餐饮美食,Within Khao Yai,咖啡馆,Within Khao Yai,北冲县,休闲游客,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/69cb970f000000001b021dcc?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：周末逃离曼谷|🐑130km直达“瑞士牧场“
正文：📍Within Khao Yai🌟🌟
- 回程路上找到顺路且评论数和评分都很高的一个咖啡店，饮品一般，食物一般，种类也少。
-进店要先每人付50泰铢（现金或者泰国本地码），这50株会作为折扣券点单时候用掉。
-也是造景特别的咖啡店，很有英伦庭院风格。

跟对的人出去，即使在民宿吃火锅都欢快的不行！
不知道是否还会有第三次考艾之行吗？",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,餐饮美食,Yellow Submarine Coffee Tank,咖啡馆,Yellow Submarine Coffee Tank,北冲县,建筑爱好者,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/69705511000000000a029134?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：审美提升｜100家设计师私藏咖啡馆・考艾
正文：泰国北冲县Khao Yai国家公园的建筑朝圣地Yellow Submarine Coffee Tank 藏在森林里的“黑色潜水艇”。
混凝土 + 砖块打造反差美学，Secondfloor Architects 事务所打造了这个极具张力的建筑作品。它像一艘浮出绿海的潜水艇，完美诠释了粗野主义工业风与热带自然对撞的张力。

✨ 空间设计：极简秩序与自然的对话 这里的建筑语言非常强烈，设计师利用反差制造了令人窒息的视觉冲击
以 “交织反差感” 打破本地同质化建筑，用混凝土 + 砖块打造粗粝工业质感，却完美融入考艾国家公园的山林环境。
Light & Shadow： 空间设计极其强调光的介入。高墙与镂空设计让自然光成为主角，尤其是下午 4:30 后的 Golden Hour，光线穿过树梢洒在石质地面上，形成极具电影感的 Cinematic Vibe。
Atmosphere： 户外座位区模糊了室内外的界限，不仅是为了通风，更是为了让顾客在一种半封闭的“围合感”中，获得真正的 Chill 和度假松弛感。

☕ 味觉体验：清爽适配热带气候的味蕾盛宴
▫️ 北海道咖啡（Hokkaido Coffee）：140 泰铢（约 28 元），店内招牌款，咖啡口感稳定醇厚，适配早餐或午后休憩。
▫️ 北海道泰式茶（Hokkaido Thai Tea）：茶味浓郁不苦涩，甜感适中，非咖啡爱好者的首选，搭配户外座位体验更佳。
▫️ 烤吐司 + 鲜榨橙汁：吐司外脆内软，是本地标注的招牌轻食；鲜榨橙汁无添加糖，清爽解腻，适配泰国炎热气候，性价比高于北海道系列。

📌 Info
▫️ Account：Facebook “yellow submarine coffee”
▫️ Location：149 Moo 10, Pak Chong, Changwat Nakhon Ratchasima 30130, Thailand（邻近考艾国家公园）
▫️ Opening Hours：周一至周四 09:00-18:00；周五至周日 09:00-19:00；周三全天闭店
▫️ Tips：推荐午后 4:30 后前往，避热且光影出片～

📌图片来源：instagram + archdaily
#oc[话题]# #咖啡店设计[话题]# #审美提升[话题]# #设计感咖啡店[话题]# #小众空间设计[话题]#  #设计师审美积累[话题]# #建筑设计[话题]# #商业空间设计[话题]# #咖啡[话题]# #泰国[话题]#",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
呵叻府,餐饮美食,Yungkhaow Khao Yai,餐厅与本地美食,Yungkhaow Khao Yai / ยุ้งข้าว เขาใหญ่,北冲县,美食爱好者,3,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/6a6b1cc00000000032032db6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a509ae8000000002201b49f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69745684000000002103dad3?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：考艾国家公园｜傍晚徒步看到公牛喝水
正文：门票大人400小孩200泰铢，车30株。
当天有效，6点前出来。
路线：
南门进，一路开：
☕ 先到山顶咖啡
🏞️ 中午没停观景塔，直接去游客中心
游客中心免费领明信片盖章，有吃喝
📸 继续开全是露营区，随时停车拍照
💦 最后到瀑布，人多但很凉快
亮点在傍晚：
返回观景塔，步行来回1.8公里。
超幸运看到公牛在河边喝水，一路上全是动物。
夜观动物：
没参加，之前在考索看过了。
这边600株一辆车，不住店19:00开始，住店20:00。
想去的去游客中心预约。
晚饭：
Yungkhaow Khao Yai，米其林，不踩雷价格合理。
六点半到等了5分钟。两个人一共750泰铢

「2*混合贴」
标题：泰国小瑞士！考艾3天2夜自驾之旅
正文：📍Yungkhaow Khao Yai
米其林推荐的餐厅，全是本地人在排队吃～ 炸魚很出色～ 但其他的菜品真的太辣了～

「3」
标题：来到考艾（Khao Yai），必吃米其林！
正文：这家连续多年蝉联米其林必比登推介（Bib Gourmand）的餐厅，是那种本地人排队也要吃的泰南菜天花板。
由于它人气实在太旺，不想在烈日下等位两小时？这份保姆级预订+点单攻略请收好！👇
🕒 别傻等！预订攻略在此
这家店是不折不扣的“排队王”，建议按照以下优先级安排：
* 电话预订（最稳妥）： 建议至少提前 1-2 天拨打店里电话。虽然英语沟通有限，但只要报出：Date（日期）, Time（时间）, Number of People（人数），基本都能搞定。
* 避开高峰： 如果没订位，建议在 11:00 开门即入 或者 15:00-16:00 这种尴尬时间段去，大概率能直接进。
* 现场取号： 门口有拿号系统，如果是周末正餐时间，做好等待 60 分钟起的心理准备。
🍽️ 盲点不踩雷：必吃清单
这里的泰南菜口味偏重，主打一个“辛辣鲜爽”：
* 泰南咖喱蟹肉（Kaeng Pu Bai Cha-plu）： 招牌中的招牌！蟹肉大块到肉眼可见，配上米粉（Khanom Jeen），浓郁的椰奶味和辣味在舌尖爆炸。
* 脆皮猪肉炒芥兰： 虽然听着普通，但这里的脆皮猪肉（Moo Krob）火候绝了，外皮咔嚓脆，肉质还爆汁。
* 虾酱炒臭豆（Sataw Pad Goong）： 泰南菜灵魂，虽然叫“臭豆”但吃起来极香，非常下饭。
💡 贴心小 Tips
* 辣度警告： 泰南菜普遍比曼谷菜更辣！如果不太能吃辣，点单时记得说 “Mild Spicy”（เผ็ดน้อย - Phet Noi）。
* 环境： 餐厅是开放式的大木屋风格，很有考艾农场的感觉，但没有空调哦（只有大风扇），建议穿得清爽一点。
* 交通： 位于考艾主路 Thanarat Road 附近，车位挺多，建议自驾或包车前往。
📍 店铺信息
* 店名： Yungkhaow Khao Yai (ยุ้งข้าว เขาใหญ่)
* 营业时间： 11:00 - 20:00
* 人均消费： 400 - 800 泰铢（性价比极高）",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
