审核行ID,证据序号,问题ID,图谱实体ID,目标实体类型,POI名称,行政区,小红书帖子ID,标题,作者,发布日期,URL,机器分流状态,分店或位置上下文命中,游客语境线索,攻略清单风险,商家营销风险,经营状态风险,疑似协同营销,近重复组ID,可用字段范围,待审核原文上下文,直接指向实体,分店确认,游客亲历,独立用户,可用体验断言,风险复核结论,目标字段,断言值,连续引文,审核决定,审核说明,审核人,审核时间
xhs-review-6c9425c283f4e6d989adfdd9,1,GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a72e6fd0000000027020edc,贵阳吃黔菜|本地人常去的大牌档,咖喱小饿魔😈,2026-08-05,https://www.xiaohongshu.com/explore/6a72e6fd0000000027020edc?xsec_token_redacted=1&xsec_source=pc_dots,待审核_疑似协同营销,是,是,是,否,否,是,near_dup_ceab58b5962f,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳吃黔菜|本地人常去的大牌档
初次来贵阳,刷到太多同质化网红美食店,担心味道落差,问了本地朋友才找到黔大叔大牌档。

区别于专门面向游客的门店,这里是贵阳人日常聚餐的选择,烟火气浓厚,大牌档环境自在舒服。
毗邻甲秀楼核心区域,交通便捷,轻松安排进旅游路线。
洞藏糟辣鱼是特色,糟辣风味地道,汤汁拌饭格外香;爆炒板筋口感软嫩;贵阳辣子鸡、黔北双椒鸡两种辣感各有特色,能感受多元黔味。
不能吃辣可以提前告知店员,店内也有专属清淡菜品,适",,,,,,,,,,,,,
xhs-review-d77f31d577542a157882ecf6,1,GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a73368200000000250000d5,贵阳!!慕名而来!!好好吃!!!,奶球酱酱酱,2026-08-05,https://www.xiaohongshu.com/explore/6a73368200000000250000d5?xsec_token_redacted=1&xsec_source=pc_dots,待审核_疑似协同营销,是,是,是,否,否,是,near_dup_ceab58b5962f,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳!!慕名而来!!好好吃!!!
做了满满一页贵阳美食攻略,还好听了本地朋友的建议,来了黔大叔大牌档!
饭点满满当当全是本地人
洞藏糟辣鱼、贵阳辣子鸡、爆炒板筋每道菜都很下饭
糟辣好特别,不是单调干辣,很香
位置靠近甲秀楼商圈,逛完了顺路就可以吃饭,也有不辣的菜
真心推荐给来贵阳旅行的朋友,想吃正宗黔菜就来这家!

#贵阳美食[话题]##贵阳必吃[话题]##贵阳旅游[话题]##黔大叔大牌档[话题]##贵阳黔菜推荐[话",,,,,,,,,,,,,
xhs-review-5908d203686f92d6d8c8d04f,1,GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a7380d6000000000f03a801,"来贵阳千万别错过这家黔大叔大牌档,味道绝了!",阿暖暖的萨摩耶,2026-08-06,https://www.xiaohongshu.com/explore/6a7380d6000000000f03a801?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"来贵阳千万别错过这家黔大叔大牌档,味道绝了!
这家黔大叔大牌档真是贵阳的宝藏餐厅,本地人超爱去,来旅游的朋友一定要打卡尝尝!
#howto胡闹厨房[话题]#",,,,,,,,,,,,,
xhs-review-5ff07e5db2e2b44b37fba24c,1,GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a74861d0000000035015290,贵阳黔菜馆!我决定要来2刷3刷!!,小熊爱吃折耳根,2026-08-06,https://www.xiaohongshu.com/explore/6a74861d0000000035015290?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,是,是,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳黔菜馆!我决定要来2刷3刷!!
谁懂!贵阳旅途意外挖到心头好,黔大叔大牌档直接成为本次出行美食惊喜。
本来没抱太高期待,进店看到满座本地人,就安心了。他们这家很适合旅游途中放松干饭。
服务贴心,入座会主动询问能接受的辣度,对不太能吃辣的游客十分友好。
四款好吃的各有特色
1洞藏糟辣鱼汤汁浓郁,鲜辣柔和,泡饭安逸得很;
2贵阳辣子鸡越嚼越香,鸡肉紧实入味;
3黔北双椒鸡鲜爽开胃;
4爆炒板筋处理得很嫩,完全不柴。
还",,,,,,,,,,,,,
xhs-review-f1c27593886e2b52bcda03a7,1,GYTRAVEL-HV-20260916-0001,food_4039cbf8-f08b-4ae2-8442-36c87f234d8a,FoodAndBeverage,黔大叔大牌档(甲秀楼店),南明区,6a9fcab1000000000b037a9b,贵阳糟辣鱼 | 5家地道好店,贵州美食品鉴官,2026-09-08,https://www.xiaohongshu.com/explore/6a9fcab1000000000b037a9b?xsec_token_redacted=1&xsec_source=pc_dots,待审核_跨区行程上下文,是,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"
其他推荐:野果酸汤火锅、贵阳烤鸡。

3. 镇山村老王农家馆
人均:30-50元 位置:花溪镇山村半山腰(村口问路)
特色:400年布依古村,现捉现杀水库鲤鱼

老板自创做法:鱼炸至金黄,铺自制糟辣椒、蒜末,热油激香。鱼肉嫩到筷子夹住就散,汤汁拌饭一绝。搭配布依血豆腐、素瓜豆、包谷饭。三人四菜不到100元。

4. 黔大叔大牌档
人均:60元 位置:南明区富水南路泰祥国际
特色:外皮酥脆,性价比高

招牌糟辣鱼外皮炸得酥脆,与贵州特色辣子炒制,口感丰富。其他推荐:黔北双椒鸡、西红柿米皮。

5. 黔渔翁豆花渎鱼
人均:50-70元 位置:喷水池店等多分店
特色:糟辣椒底味+泉水豆花

汤汁用糟辣椒做底味,黏厚浓稠。打底豆花软嫩,鱼选黄辣丁现点",,,,,,,,,,,,,
xhs-review-bb252f76d583191dccf74789,1,GYTRAVEL-HV-20260916-0002,food_6ff1be14-40bd-4679-9032-99dc77f90812,FoodAndBeverage,8号花园餐厅(甲秀楼店),南明区,686de93b000000001203d695,在屋顶的时光,黔城故事花园店冷元仙,2025-07-09,https://www.xiaohongshu.com/explore/686de93b000000001203d695?xsec_token_redacted=1&xsec_source=pc_dots,待审核_行政区冲突,是,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"岭街等,部分大包房带有花园阳台,装修呈现新中式或复古怀旧风格,能让人回味老贵阳的光景。
​
- 营业时间:11:00-21:30。
​
- 菜品:作为正宗黔菜餐厅,有小炒黄牛肉、黔城肉饼、盗汗鸡,炝锅鱼、黔城老路锅等特色菜品,选用榕江小香鸡等优质食材,食材新鲜,现点现炒。
​
- 人均消费:97元。

附近网红打卡点:甲秀楼,人民广场,露天音乐会

#贵阳黔菜[话题]# #贵阳本土餐厅[话题]# #贵阳聚餐餐厅[话题]# #贵州菜[话题]# #甲秀楼美食[话题]# #观山湖美食[话题]# #民生路美食[话题]# #外卖点可堂食的餐厅才靠谱[话题]# #贵阳非遗美食[话题]#",,,,,,,,,,,,,
xhs-review-fc1546e8864d23fdeac0578c,1,GYTRAVEL-HV-20260916-0002,food_6ff1be14-40bd-4679-9032-99dc77f90812,FoodAndBeverage,8号花园餐厅(甲秀楼店),南明区,688b2a110000000023033818,贵阳懒人聚会直接冲!俯瞰南明河真的太绝了!,一半不二,2025-07-31,https://www.xiaohongshu.com/explore/688b2a110000000023033818?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳懒人聚会直接冲!俯瞰南明河真的太绝了!
贵阳懒人聚会直接冲!俯瞰南明河真的太绝了!!!!!
3000平观景+泡泡屋!!!
8号花园餐厅(甲秀楼店)真的把聚会拿捏了!

#黔菜[话题]##贵阳美食[话题]##贵州酸汤[话题]##贵阳餐厅推荐[话题]##8号花园酸汤盛宴[话题]#
#贵阳聚会神地[话题]# #酸汤牛肉yyds[话题]# #泡泡屋拍照[话题]# #甲秀楼美食[话题]# #贵阳氛围感餐厅[话题]# #黔菜推荐[话题]# #懒人聚会攻略[话题]",,,,,,,,,,,,,
xhs-review-8b057abdddd9da53bef6612d,1,GYTRAVEL-HV-20260916-0002,food_6ff1be14-40bd-4679-9032-99dc77f90812,FoodAndBeverage,8号花园餐厅(甲秀楼店),南明区,688b2c74000000002302ed38,甲秀楼8号花园:聚会党直接冲就对了,爱吃肉的嘟嘟,2025-07-31,https://www.xiaohongshu.com/explore/688b2c74000000002302ed38?xsec_token_redacted=1&xsec_source=pc_dots,待审核_疑似协同营销,是,否,否,否,否,是,near_dup_b226f435169c,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"
氛围感直接拉满満
网红泡泡屋必冲
拍照巨出片,发圈被问爆
餐娱一体超方便,从早嗨到晚不转场
开车有专属停车,省心
来贵州肯定要吃着锅酸汤呀
鲜切牛腩、牛杂配酸汤,绝了!
蔬菜拼盘、土豆片都有
还有西红柿炒鸡蛋、红油米豆腐
吃完甜品水果,满足感爆棚
有ktv和大包房,满足各种聚会需求
楼下就是甲秀楼,饭后看夜景超惬意
8号花园餐厅(甲秀楼店)
聚会冲这准没错~
#黔菜[话题]##贵阳美食[话题]##贵州酸汤[话题]##贵阳餐厅推荐[话题]##8号花园酸汤盛宴[话题]# #贵阳美食[话题]# #花园露台餐厅[话题]# #绝美观景餐厅[话题]# #露台花园餐厅[话题]# #与朋友聚餐的好去处[话题]#",,,,,,,,,,,,,
xhs-review-a7970983e5b8e6d13497a6de,1,GYTRAVEL-HV-20260916-0002,food_6ff1be14-40bd-4679-9032-99dc77f90812,FoodAndBeverage,8号花园餐厅(甲秀楼店),南明区,688b3056000000000403edab,"贵阳中心藏着个神仙地,拍照吃饭一站式",逗趣食宝熊,2025-07-31,https://www.xiaohongshu.com/explore/688b3056000000000403edab?xsec_token_redacted=1&xsec_source=pc_dots,待审核_疑似协同营销,是,否,否,否,否,是,near_dup_b226f435169c,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"去
拍照特别出片,发朋友圈好多人问在哪
不爱说话的姐妹也能轻松拍
吃饭玩乐一条龙,太方便了!
不用吃完饭想破头去哪,在这儿能从早玩到晚
开车来的也别怕,有专门的停车地方,特省心
新上的酸汤牛肉套餐得点
鲜切的牛腩、牛杂、肥牛...都是实在东西
每口都裹着酸汤的鲜辣,配蔬菜拼盘吃着绝了
还有家常菜和甜品水果,吃完特满足
8号花园餐厅(甲秀楼店)
南明区中华南路街道阳明路8号公馆4楼(兴业银行背后)
#黔菜[话题]##贵阳美食[话题]##贵州酸汤[话题]##贵阳餐厅推荐[话题]##贵阳美食[话题]# #露台花园餐厅[话题]# #户外花园餐厅[话题]# #氛围感火锅[话题]# #一站式餐厅[话题]# #花园露台餐厅[话题]#",,,,,,,,,,,,,
xhs-review-ca9b05ad9ef5468b36eab86a,1,GYTRAVEL-HV-20260916-0002,food_6ff1be14-40bd-4679-9032-99dc77f90812,FoodAndBeverage,8号花园餐厅(甲秀楼店),南明区,68e0b4d600000000050027eb,贵阳第一天,大天使,2025-10-04,https://www.xiaohongshu.com/explore/68e0b4d600000000050027eb?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"驳,比南宁机场至今没地铁好。
到了酒店我们两间房想住得近一点,酒店给我们免费升级了两间复式套房,看上去很好,但是空调不是中央空调,是大柜机噪音大,幸好现在贵阳天气凉快不用开空调,开窗就好。中午找了附近一家牛德很牛肉火锅就解决了。下午休息后去了贵阳出名的甲秀楼,人好多啊,甲秀楼比较小,旁边有个翠微园可以逛逛,人也是很多。晚餐在8号花园餐厅吃饭,菜感觉一般,但是餐厅有很多一间间的户外包间很有特点,楼顶还有漂亮的观景平台可以看到甲秀楼夜景,还有爱贵阳和猴子塑像可以打卡。看完夜景就回酒店了,一天行程结束。#贵阳[话题]# #国庆游[话题]#",,,,,,,,,,,,,
xhs-review-8afcb8a595f76de4585c0d69,1,GYTRAVEL-HV-20260916-0002,food_6ff1be14-40bd-4679-9032-99dc77f90812,FoodAndBeverage,8号花园餐厅(甲秀楼店),南明区,69080a6300000000040233b9,"避雷贵阳八号花园餐厅[失望R] 今天在你家吃很不满意
1.刚开始就上错菜 啥都没",腾腾很哇塞,2025-11-03,https://www.xiaohongshu.com/explore/69080a6300000000040233b9?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,是,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"避雷贵阳八号花园餐厅[失望R] 今天在你家吃很不满意
1.刚开始就上错菜 啥都没
避雷贵阳八号花园餐厅[失望R] 今天在你家吃很不满意
1.刚开始就上错菜 啥都没说就拿走了 一群人在那看着好看吗?
2.我们说好了7点来吃饭 7:40就仨菜 还有一个上错了
3.又一次上错菜 炝锅鱼 我点的是松鼠鱼 问说是卖完了 一会又说有了在那
4.看到我",,,,,,,,,,,,,
xhs-review-703067c18e083081e90302a3,1,GYTRAVEL-HV-20260916-0003,food_e5387afd-85f0-4cab-8629-974318135888,FoodAndBeverage,李兰英胖姨妈粉面店(护国路店),南明区,6526858f000000001e028b0d,贵阳|离开前一定要吃这一碗!!!!!,33f8t,2023-10-11,https://www.xiaohongshu.com/explore/6526858f000000001e028b0d?xsec_token_redacted=1&xsec_source=pc_dots,待审核_别名或改名,是,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"大颗,我猜是从骨头上剃下来的肉切块红烧后卤过的,肥瘦相间,瘦而不柴,炖的非常软糯。
另外泡菜是自取的,好吃解腻。

特别注意的是面馆服务员只负责收拾餐桌,需要自己排队找位子坐,另外桌上不提供纸巾,宝子们需要自备噢!
!!比较受欢迎的南门口肠旺面也在这家店的隔壁,新晋的打卡地状元楼就在这附近,宝子们可以一起打卡!
地址:贵阳市南明区护国路151号",,,,,,,,,,,,,
xhs-review-7ba3b652fbdb0426793267a4,1,GYTRAVEL-HV-20260916-0003,food_e5387afd-85f0-4cab-8629-974318135888,FoodAndBeverage,李兰英胖姨妈粉面店(护国路店),南明区,665c2c040000000014018d61,贵阳土著从小吃到大的美食街—护国路,小逢芒芒in贵州,2024-06-02,https://www.xiaohongshu.com/explore/665c2c040000000014018d61?xsec_token_redacted=1&xsec_source=pc_dots,待审核_别名或改名,是,是,是,是,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳土著从小吃到大的美食街—护国路
[一R]南门口肠旺面(大南门店)
从小就在这吃~他家红油稍淡更合我口味,因为红油味淡,外省人应该更容易接受,所以建议第一次肠旺面尝试这家!
[二R]李兰英湖南面(护国路店)
湖南都没有的湖南面,却是一代贵阳人的记忆,个人觉得湖南面天花板就是这了,我更推荐点宽粉...他家已是连锁店,但还是觉得这家好吃,可能是心理作用
",,,,,,,,,,,,,
xhs-review-ba6caea5c6d7c1e162bebebf,1,GYTRAVEL-HV-20260916-0003,food_e5387afd-85f0-4cab-8629-974318135888,FoodAndBeverage,李兰英胖姨妈粉面店(护国路店),南明区,68249f4e000000000c03aaa8,湖南面是怎么在贵阳众多美食里杀出重围的?,Hyman-Lee,2025-05-14,https://www.xiaohongshu.com/explore/68249f4e000000000c03aaa8?xsec_token_redacted=1&xsec_source=pc_dots,待审核_别名或改名,是,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"湖南面是怎么在贵阳众多美食里杀出重围的?
在贵阳的最后一晚,去李兰英湖南面护国路总店吃了闻名遐迩的湖南面,讲真,我一个从来只看不发小红书的人,因为这碗面破了先例。
在贵阳游玩的这几天各种美食也算大差不差的吃了不少,这座被群山环抱的城市,以其独特的美食文化也着实深深的吸引着我,不管是推荐榜的还是随便找的路边摊,我都没有觉得踩雷。
但是湖南面是怎么从贵阳""酸辣糯香""的独特风味体系的美食中杀出重围登上必吃榜的,服务员态度我先不",,,,,,,,,,,,,
xhs-review-e0bd779da7fdcf176a7e9615,1,GYTRAVEL-HV-20260916-0003,food_e5387afd-85f0-4cab-8629-974318135888,FoodAndBeverage,李兰英胖姨妈粉面店(护国路店),南明区,69ce41d8000000001a020f83,贵阳早餐封神!8碗粉面闭眼冲,我叫老刘,2026-04-02,https://www.xiaohongshu.com/explore/69ce41d8000000001a020f83?xsec_token_redacted=1&xsec_source=pc_dots,待审核_别名或改名,是,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"面狠狠拿捏了!不踩雷、好找到、均价10-20r,外地游客直接抄作业,本地人也常吃,嗦一口爱上烟火气
重点:不吃辣喊「微辣」,不吃折耳根提前说,适配所有口味!
1. 肠旺面(早餐顶流)
南门口肠旺面必冲 鸡蛋碱面劲道,肥肠软糯、血旺嫩滑,脆哨香到舔盘!红油香辣不呛喉,淋骨汤连汤都想喝光,本地人标配~
推荐:南门口肠旺面(护国路店)|12-15r/碗
2. 花溪牛肉粉(鲜到骨子里)
来贵阳必吃!牛骨慢熬清汤鲜透不腻,黄牛肉软烂,米粉爽滑吸汤,配酸菜和糊辣椒,暖胃又入味
推荐:王记/飞碗牛肉粉(花溪十字街)|15-22r/碗
3. 老素粉(本地人私藏)
极简却封神!酸粉绵密筋道,裹秘制红油、肉沫和花生,酸辣入味,人均10r吃到撑,小平香辣老素粉巨",,,,,,,,,,,,,
xhs-review-4659b7aa4af85266c3a37318,1,GYTRAVEL-HV-20260916-0003,food_e5387afd-85f0-4cab-8629-974318135888,FoodAndBeverage,李兰英胖姨妈粉面店(护国路店),南明区,6a9c53a5000000001203dfd8,贵阳美食 人气最高的湖南面 李兰英湖南面,薰风居士,2026-09-06,https://www.xiaohongshu.com/explore/6a9c53a5000000001203dfd8?xsec_token_redacted=1&xsec_source=pc_dots,待审核_别名或改名,是,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳美食 人气最高的湖南面 李兰英湖南面
贵阳美食:贵阳人气最高的湖南面——李兰英湖南面
地址:贵州省贵阳市南明区中华南路街道护国路151号。
大家说:“贵州有湖南面!湖南没有湖南面!”我没有去过湖南,所以这个说法我不能判断是不是事实。
贵阳有很多家面馆店名上书“湖南面”的字样,而我过去前往有“湖南面”字样的面馆就餐往往不吃面而是吃贵阳特有的薄宽粉。贵阳的这些湖南面馆其做粉面的底料是有香菇碎和肉丁熬制的汤料,主打一个鲜味,鲜味的东西我往往不放辣椒,一点酱油",,,,,,,,,,,,,
xhs-review-9638a1af6966f7538d838559,1,GYTRAVEL-HV-20260916-0003,food_e5387afd-85f0-4cab-8629-974318135888,FoodAndBeverage,李兰英胖姨妈粉面店(护国路店),南明区,6aab5afc000000002502f7d8,从贵阳回来...我的避雷建议是...^_^,闹闹,2026-09-17,https://www.xiaohongshu.com/explore/6aab5afc000000002502f7d8?xsec_token_redacted=1&xsec_source=pc_dots,待审核_别名或改名,是,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,",晚上约上朋友边涮边聊超合适
▪彝三叔骟鸡点豆腐火锅
鸡肉紧实不柴,搭配现点豆腐,汤清味鲜,不吃辣的朋友也能放心冲
▪三姨妈小肠火锅
小肠处理干净,卤得入味,脆嫩没有异味,本地人反复打卡的老味道
▪巷子里肥肠鱼火锅
肥肠收拾得很到位,鱼片现杀现片,麻辣汤底泡米饭能干两碗

早点|小吃|夜宵
▪蒋家肠旺面/南门口肠旺面(护国路)
肠旺、卤大肠、血旺、脆哨,早7点开门,9点就开始排队
▪李兰英湖南面馆(护国路)
湖南面配卤猪脚,老贵阳早餐据点,很多本地人直接端碗站路边吃
▪六广门毛阿姨糯米饭
经典糯米饭加脆哨,甜咸两种口味,第一次来推荐咸口加脆哨
▪杨姨妈·老韩妈·三姨妈丝娃娃
手工薄皮丝娃娃,配原汤蘸水,盐菜炒饭+绿豆汤是标配组合
▪粟多能",,,,,,,,,,,,,
xhs-review-07943967b4ca87003b5a16ba,1,GYTRAVEL-HV-20260916-0004,food_15f21042-41cd-4a8d-8b41-343317c2daf3,FoodAndBeverage,花园烧烤,南明区,66babfc3000000001e01a56b,美食分享,M -嘟嘟,2024-08-13,https://www.xiaohongshu.com/explore/66babfc3000000001e01a56b?xsec_token_redacted=1&xsec_source=pc_dots,待审核_跨区行程上下文,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"火锅糟辣椒蛋炒饭可以连干3碗饭的火锅,两个人去吃不用点太多,招牌:猪板筋
P5.毛辣果虾酸(护国路店)
这个名字听起来很奇怪,味道闻起来臭吃起来香,到店后先点上一碗素酸汤,比较酸爽开味,推荐:虾酸牛肉肥肠中锅,两个人吃的话不用点太多配菜,锅里带有小菜,我们11点半到的店,刚好可以入座不用排队,12点以后就不太好说了。
P6花园烧烤:下护国路店
沾料种类多,不是很辣,但是很香!比较符合大众口味!
推荐菜:薄荷肥牛.烤好之后卷一片薄荷叶,在搭配上秘制沾水#吃货日记[话题]# #先喂手机吃一口[话题]# #我在这里吃[话题]# #每周美食打卡[话题]# #吃吃喝喝[话题]# #贵阳美食[话题]# #吃吃喝喝的日常[话题]# #唯有美食可以治愈一切[话",,,,,,,,,,,,,
