发现序号,酒店ID,酒店名称,列表价格,评分,点评数,星级/钻级,地址/区域,详情URL,列表原始URL,发现来源,首次发现轮次,首次发现时间
46,1378559,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1378559&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,3,2026-08-30 21:09:47
47,52752206,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=52752206&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,3,2026-08-30 21:09:47
48,996749,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996749&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,4,2026-08-30 21:09:51
49,131545129,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=131545129&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,4,2026-08-30 21:09:51
50,85170496,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=85170496&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,4,2026-08-30 21:09:51
51,132929757,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=132929757&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,4,2026-08-30 21:09:51
52,700866,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=700866&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,4,2026-08-30 21:09:51
53,32763472,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=32763472&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,4,2026-08-30 21:09:51
54,124744018,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124744018&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,4,2026-08-30 21:09:51
55,5863539,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=5863539&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,4,2026-08-30 21:09:51
56,130375523,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 3, 'starType': 2, 'starIconUrl': 'https://pages.c-ctrip.com/wireless-app/imgs/T2Images/0623/ic_new_circle3@3x.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=130375523&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,4,2026-08-30 21:09:51
57,104448865,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 3, 'starType': 2, 'starIconUrl': 'https://pages.c-ctrip.com/wireless-app/imgs/T2Images/0623/ic_new_circle3@3x.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=104448865&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,5,2026-08-30 21:09:55
58,25626228,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=25626228&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,5,2026-08-30 21:09:55
59,1986577,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1986577&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,5,2026-08-30 21:09:55
60,1500162,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1500162&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,5,2026-08-30 21:09:55
61,49107044,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=49107044&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,5,2026-08-30 21:09:55
62,48022160,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=48022160&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,5,2026-08-30 21:09:55
63,134625334,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=134625334&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,5,2026-08-30 21:09:55
64,88849326,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=88849326&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,5,2026-08-30 21:09:55
65,126727341,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126727341&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,5,2026-08-30 21:09:55
66,110862498,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=110862498&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,5,2026-08-30 21:09:55
67,1063905,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1063905&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,5,2026-08-30 21:09:55
68,130862500,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=130862500&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
69,30797991,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=30797991&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
70,4963048,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 2, 'starType': 2, 'starIconUrl': 'https://pages.c-ctrip.com/wireless-app/imgs/T2Images/0623/ic_new_circle2@3x.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=4963048&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
71,6115992,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=6115992&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
72,846817,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=846817&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
73,996285,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996285&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
74,128922488,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=128922488&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
75,132181939,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 3, 'starType': 2, 'starIconUrl': 'https://pages.c-ctrip.com/wireless-app/imgs/T2Images/0623/ic_new_circle3@3x.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=132181939&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
76,999923,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=999923&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
77,103972382,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=103972382&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
78,1057378,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1057378&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
79,120173729,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 2, 'starType': 2, 'starIconUrl': 'https://pages.c-ctrip.com/wireless-app/imgs/T2Images/0623/ic_new_circle2@3x.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,6,2026-08-30 21:09:58
80,113684132,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 2, 'starType': 2, 'starIconUrl': 'https://pages.c-ctrip.com/wireless-app/imgs/T2Images/0623/ic_new_circle2@3x.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=113684132&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,7,2026-08-30 21:10:02
81,105555959,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=105555959&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,7,2026-08-30 21:10:02
82,129684223,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=129684223&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,7,2026-08-30 21:10:02
83,1117436,曼谷千禧希尔顿酒店,472,4.6,2808,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",河畔区 · 近湄南河查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1117436&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,7,2026-08-30 21:10:02
