Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,价格等级,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJ39M1VB2Z4jARvjK0fMjR6b0,美食餐饮,FUKUROU เบเกอรี่ ขนมคลีน คีโต เพื่อสุขภาพ,,bakery,烘焙店,,,,"152 ถนน Soi Yaowarat 4, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740875,100.509266,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=13684699601757811390&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJa-oc17qZ4jARMqj68t35NyI,美食餐饮,Gateaux House,,bakery,烘焙店,,,,"1/5-6 , 1 23-24 Tri Phet Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745773,100.499649,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=2465714052668237874&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJixhopzOZ4jARQg2IqgV_ydI,美食餐饮,Giraffe and Hippo,,bakery,烘焙店,,,,"107 Thanon Khlongthom, Khwaeng Wat Sommanat, Promprab, Krung Thep Maha Nakhon 10100",13.758588,100.509531,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=15188810880596315458&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJsxxLHpyZ4jARvmBJ-3wYsbw,美食餐饮,Gourmet Goodies Freshly Baked,,bakery,烘焙店,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=13596675675079139518&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ95uWegCZ4jARaNw7fCcvCvk,美食餐饮,Gumm & Kalee ทรงวาด,,bakery,烘焙店,,,,"78 Anuwong Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.739885,100.504481,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=17945207511845690472&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJW4AQIwCZ4jARIDtOjIBe7rg,美食餐饮,HK waffle station,,bakery,烘焙店,,,,"140 ถ. เจริญกรุง Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.74305,100.508382,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=13325692253638638368&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJlX5RBUaZ4jARVmoaxYKx1Ok,美食餐饮,HONG Chiffon Cupcake,,bakery,烘焙店,,,,"114/1 Thanon Mahannop, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.753522,100.500252,拍那空县,大秋千区,,,,,,https://maps.google.com/?cid=16849287281110575702&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJz91lKwCZ4jARF55ik-e-Jrs,美食餐饮,Her Plate & Pillow,,bakery,烘焙店,,,,"59/9 Thanon Suea Pa, Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.746185,100.509934,邦巴沙都拍县,Wat Thep Sirin,,,,,,https://maps.google.com/?cid=13485676036026965527&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJD5n_KQCZ4jAREi-GJGlOgqE,美食餐饮,Htwe Ei San,,bakery,烘焙店,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=11637950600570089234&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJzdVsVRCZ4jARnV1FPyAyu0Q,美食餐饮,JONNIE TOAST,,bakery,烘焙店,,,,"QF2X+3C4, Soi Sukha 2, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.750133,100.498588,拍那空县,拉差博披寺区,,,,,,https://maps.google.com/?cid=4952607329305845149&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJFQ7sHwKZ4jARi4CQkojM-Ck,美食餐饮,JOYBOY HOMEMADE,,bakery,烘焙店,,,,"279 Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.744442,100.49789,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=3024392036725850251&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJqXQil4aZ4jAROtoiganLbzk,美食餐饮,KO-NOMU By iKOFFIE,,bakery,烘焙店,,,,"354/2 Thanon Samsen, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.762244,100.49962,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=4138750511453231674&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJd_UGlOSZ4jARmtdjZ73aiNQ,美食餐饮,Klongdinso,,bakery,烘焙店,,,,"เลขที่ 80 Dinso Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.757912,100.502071,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=15314731039891642266&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJMzaAp22Z4jAR0j1AwS-vJQQ,美食餐饮,Konnichipan Bakery,,bakery,烘焙店,,,,"183 Chakrabongse Rd, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761825,100.497777,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=298837569930542546&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0fyhD6ej4jARVHnpV23MCws,美食餐饮,Les Anges Chantent เลซองชองท์,,bakery,烘焙店,,,,"463 Nakhon Sawan Rd, Khwaeng Si Yaek Maha Nak, Khet Dusit, Krung Thep Maha Nakhon 10300",13.76068,100.513368,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=795954529159444820&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJE-gGYT2Z4jARCXtuoFCIPN8,美食餐饮,Little Home Bakery,,bakery,烘焙店,,,,"99, 101 Worachak Rd, Khwaeng Wat Thepsirin, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.75038,100.508211,邦巴沙都拍县,班巴区,,,,,,https://maps.google.com/?cid=16085881848930925321&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJIbeG1hOZ4jARSq_HfPuUBVE,美食餐饮,Little Monae บ้านขนมอร่อย,,bakery,烘焙店,,,,"128, 14 Soi Maen Si 2, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.752347,100.511355,邦巴沙都拍县,Khlong Maha Nak,,,,,,https://maps.google.com/?cid=5838236299806879562&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ02F8-yqZ4jARPOzWtJRjSlM,美食餐饮,Lost&Found.Nangloeng,,bakery,烘焙店,,,,"167 Thanon Chakkraphatdi Phong, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.757707,100.509926,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=6001718943764900924&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJvxbXRgCZ4jARGObaQ-XlkpM,美食餐饮,Lucky mooncake,,bakery,烘焙店,,,,"535 Mangkon Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.742583,100.508706,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=10633814443023853080&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJeVaVSGaZ4jARVQvI-ikTrBc,美食餐饮,Manatee Homemade Bakery หน่อยยำมะม่วง,,bakery,烘焙店,,,,"5 Ka Om Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.757982,100.507684,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=1705759429888576341&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJr4cC0MKZ4jARV5QCl3wJ9qU,美食餐饮,Maru Waffle วาฟเฟิลฮ่องกง สาขา เสาชิงช้า,,bakery,烘焙店,,,,"123 Trok Nawa, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752338,100.49937,拍那空县,大秋千区,,,,,,https://maps.google.com/?cid=11958756291243054167&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJCQ_OUACZ4jAR1SBtptUVVJc,美食餐饮,Mi lan xi bing,,bakery,烘焙店,,,,"QG26+C85, Thanon Bamrung Mueang, Khwaeng Wat Thepsirin, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.751015,100.510871,邦巴沙都拍县,Wat Thep Sirin,,,,,,https://maps.google.com/?cid=10904364605135200469&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0QDC8BOZ4jARY7WqIrAOkck,美食餐饮,Mont NomSod,มนต์นมสด สาขา หน้าศาลาว่าการ กทม.,bakery,烘焙店,4.4,6288,PRICE_LEVEL_INEXPENSIVE,"160/1-3 Dinso Rd, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754154,100.501137,拍那空县,大秋千区,星期一: 13:00–22:00 | 星期二: 13:00–22:00 | 星期三: 13:00–22:00 | 星期四: 13:00–22:00 | 星期五: 13:00–22:00 | 星期六: 13:00–22:00 | 星期日: 13:00–22:00,+66 2 224 1147,http://www.mont-nomsod.com/,有洗手间|外带|配送|堂食|供应咖啡,,https://maps.google.com/?cid=14524406422905206115&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJk7D2BgCZ4jARhPtZ4KmEOfI,美食餐饮,Moon Pancake by Hopper,,bakery,烘焙店,,,,"306 Soi Wanit 1, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740892,100.506683,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=17454127695999400836&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ9ahyZwCZ4jAR1qiHvZZeTsc,美食餐饮,Mr. CORN,,bakery,烘焙店,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=14361520263248980182&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJqd-eCgCZ4jARWf-jMctHipk,美食餐饮,Navori,,bakery,烘焙店,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=11063734372625809241&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJC8-4LRyZ4jARv4Qv_XRkGCE,美食餐饮,Nguang Ha Seng Pastry,,bakery,烘焙店,,,,"64 ถ. เจริญกรุง Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.743071,100.509403,邦巴沙都拍县,Pom Prap,,,,,,https://maps.google.com/?cid=2384766456319411391&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJN36KDQCZ4jAROW8KQKPbBpc,美食餐饮,PRAEW BAKERY,,bakery,烘焙店,,,,"296 Maha Chai Rd, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.751053,100.504143,拍那空县,巴杜披,,,,,,https://maps.google.com/?cid=10882627043787960121&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ9T0F1GeZ4jARPxZrNjTKixU,美食餐饮,Pairoj Center,,bakery,烘焙店,,,,"354/15 Thanon Samsen, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.770553,100.504693,都实县,Wachira Phayaban,,,,,,https://maps.google.com/?cid=1552556822159365695&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJQY95gByZ4jARAB7W0D4t_to,美食餐饮,Pastry Bakery,,bakery,烘焙店,,,,"518, ถนนจักรเพชร, แขวงวังบูรพาภิรมย์ เขตพระนคร กทม, 10200 Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.743911,100.501956,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=15780099892167712256&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJoS_TAgCZ4jARQ9n456LnJJo,美食餐饮,Peach Bakery,,bakery,烘焙店,,,,"6/24 Krung Kasem Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.75755,100.513786,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=11107257267865049411&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJd9Fo0WyZ4jARKPHgckrswP8,美食餐饮,Phon Chai,,bakery,烘焙店,,,,"78, 80 Thanon Tanao, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759274,100.499139,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=18428989479699149096&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJGUv0XRuZ4jARw0PZ_IPrOYs,美食餐饮,Pon Bakery,,bakery,烘焙店,,,,"82 Chakkraphet Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.742098,100.496594,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=10032308597059830723&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJHalqcwCZ4jARMJxn4O6uXRI,美食餐饮,Pora' s Taste,,bakery,烘焙店,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=1323406206507129904&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJpSIQ-V2Z4jARnrNcvfxYIOU,美食餐饮,Puff & Pie,,bakery,烘焙店,,,,"2 Soi Na Phra That, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.757197,100.492541,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=16510294076472210334&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJIzgaYACZ4jARx9y4QvzZKr8,美食餐饮,SenBeku,,bakery,烘焙店,,,,"236-250 Maha Chai Rd, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752088,100.504699,拍那空县,巴杜披,,,,,,https://maps.google.com/?cid=13775062087740480711&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJtfQHGCOZ4jARxT54Dct5I_g,美食餐饮,Spun Bakery,,bakery,烘焙店,,,,"347 Mangkon Rd, Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.745508,100.510604,邦巴沙都拍县,Pom Prap,,,,,,https://maps.google.com/?cid=17880268858602307269&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJfXWcWACZ4jAR64w2rbqZhvQ,美食餐饮,Su,,bakery,烘焙店,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=17619939619182644459&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJc1t_62mZ4jAR5I1prv2LKwU,美食餐饮,Suchitra Bakery,,bakery,烘焙店,,,,"167/10 Prachathipatai Rd, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.765383,100.505886,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=372545315857337828&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJeb9voAmZ4jAR6wuwu4CnBk4,美食餐饮,THE BRANCH Sourdough Sandwiches.Coffee.Cake & Juice,,bakery,烘焙店,,,,"Trok Silp, Chanasongkram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761161,100.49369,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=5622365356165172203&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJkWxRIACZ4jARuXRPxx6LMyk,美食餐饮,Thai Crispy Pancake @ Yaowarat,,bakery,烘焙店,,,,10100 กรุงเทพมหานคร สัมพันธวงศ์ กรุงเทพมหานคร Wang Burapa Rd4,13.740289,100.51019,三攀他旺县,噠叻仔區,,,,,,https://maps.google.com/?cid=2968869543676441785&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJz2fb2fyZ4jARDXwTjHWQV8k,美食餐饮,The Potluck Bangkok,,bakery,烘焙店,,,,"277 Worachak Rd, Khwaeng Wat Thepsirin, Pompharbsuttrupai, Krung Thep Maha Nakhon 10100",13.748516,100.507387,邦巴沙都拍县,班巴区,,,,,,https://maps.google.com/?cid=14508223559133002765&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ1UCAJm2Z4jARyPperAZ9rYg,美食餐饮,The Waffle เดอะ วอฟเฟิล (สาขา The Old Siam),,bakery,烘焙店,,,,"The Old Siam Plaza, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745556,100.500522,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=9848665427744324296&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJKZsBTMyZ4jARnPtaZxHVziI,美食餐饮,Tian-Iang Nang Loeng dessert - ขนมเทียนเอี้ยงนางเลิ้ง,,bakery,烘焙店,,,,"17 Nakhon Sawan Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.759031,100.511399,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=2508176313217121180&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJLyBRSJ-Z4jARxoHC728QKgM,美食餐饮,Tokyo puff,,bakery,烘焙店,,,,"เลขที่ 237 วังบูรพาภิรมย์ วังบูรพาภิรมณ์ Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745871,100.50081,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=228012804085547462&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJjyEWcRWZ4jARPqwCH_LVxg4,美食餐饮,TokyoPudding โตเกียวพุดดิ้ง,,bakery,烘焙店,,,,"Soi Luean Rit, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.743061,100.50473,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=1064773597798771774&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJe7wI6kCZ4jARPUrJu7LDSCU,美食餐饮,Toni's,,bakery,烘焙店,,,,"463 Soi Luk Luang 9, Suanjitlada, Khet Dusit, Krung Thep Maha Nakhon 10300",13.760741,100.513178,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=2686612350148627005&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJE3DwNx-Z4jARbjUE9Q3mm-k,美食餐饮,UFM Bakery House,,bakery,烘焙店,,,,"PGR4+869, Ratchawong Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740797,100.505608,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=16833300979847017838&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJxY4CqSeZ4jAR63VP52I6qt0,美食餐饮,UFM Bakery House Worachak,,bakery,烘焙店,,,,"321 ถ. หลวง Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.747915,100.507113,邦巴沙都拍县,班巴区,,,,,,https://maps.google.com/?cid=15972643224884835819&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJf_VdxlqZ4jARkvCRbQh7q24,美食餐饮,Vivi Sweet Treats,,bakery,烘焙店,,,,"277 Worachak Rd, Khwaeng Wat Thepsirin, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.748563,100.507337,邦巴沙都拍县,班巴区,,,,,,https://maps.google.com/?cid=7974602841317830802&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJQX_j-f2Z4jAR-UPPXdZt5uU,美食餐饮,WhiskedAway Bakery,,bakery,烘焙店,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=16566049046793241593&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJP0yhHiKZ4jARc9Zk3UgsbWo,美食餐饮,Yaowarat Toasted Buns,,bakery,烘焙店,,,,"452 Yaowarat Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740092,100.510154,三攀他旺县,噠叻仔區,,,,,,https://maps.google.com/?cid=7668834431945463411&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ2-b2iZaZ4jAREOJf1UGqapA,美食餐饮,la farine,,bakery,烘焙店,,,,"247 Soi Yi Sip Song Karakadakhom 4, Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.742698,100.511477,邦巴沙都拍县,Pom Prap,,,,,,https://maps.google.com/?cid=10406317088722379280&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ6Ty3YgCZ4jARe9kHSKIFKOo,美食餐饮,Лапша Китайскся,,bakery,烘焙店,,,,"358 Yaowarat Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.74103,100.508222,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=16872742198494878075&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ1985QwCZ4jARd7l54y0m1p8,美食餐饮,কিডনি হসপিটাল,,bakery,烘焙店,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=11517435075578411383&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJw2axfjmZ4jARP3WOXyC7Md0,美食餐饮,กล้วยทอดแม่กิมยุ้ย,,bakery,烘焙店,,,,"94 Thanon Chakkraphatdi Phong, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.75791,100.509568,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=15938726303957415231&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJXQFedrSZ4jARbd9ZGOk2p-g,美食餐饮,กะหรี่ปั๊บนางเลิ้ง มนตรี,,bakery,烘焙店,,,,"QG56+WQ4, Soi Nakhon Sawan 7, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.759769,100.511961,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=16764428512673783661&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
