源行号,酒店ID,标准平台ID,原始平台名称,是否官网,URL链接,记录哈希,采集批次ID,源文件,源文件SHA256,酒店主键存在,平台映射状态,审计结果,问题说明
26,ChIJi-YG88We4jARAkpfrYgaG-A,agoda,Agoda,否,https://www.agoda.com/zh-zh/partners/partnersearch.aspx?site_id=1917614&CkInDay=05&CkInMonth=11&CkInYear=2026&CkOutDay=06&campaignid=&CkOutMonth=11&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=63&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=461790&RoomID=&masterRoomId=2963482&PriceTotal=75.30&PriceTax=11.33&PriceFee=6.40&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=332&booking_source=cpc&adType=0&mpt=R3Q5cUxjUnh4ZC9VMGFOa0xnNmhCSFhabllPb2NQd05zTnNldzM4eHpZbVdMNjR2RThlV2pkVTNqaHBJOVY1NzNNYWgxVXdDTitmWQ&original_rr=US&gaClickSrc=&clickType=hotel&lang=zh&pkgId=,20cede471d419ca6111f89b0b6460d9c7309d9a8d32d905304c38e3d68313b94,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
27,ChIJi-YG88We4jARAkpfrYgaG-A,expedia,Expedia.co.th,否,https://www.expedia.co.th/Hotel-Search?selected=39600806&startDate=2026-11-05&endDate=2026-11-06&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.39600806.20261105.20261106.DDT.63.CID..AUDID..RRID.bex_us_desktop&adults=2&children=&mctc=10&ct=hotel&mpg=USD&mpf=77.45&mpj=11.65&mpr=6.58&mpl=USD&exp_pg=google&langid=zh&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=39600806&utm_content=mapresults&utm_campaign=HotelAds&rateplanid=294249193&mpm=24&mpn=221160607&mpo=EC&mpp=1,beb0f7fb26d649c0a18faf194407c8aaaccb0518786cdd5362e53ca1d1c683d0,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
28,ChIJi-YG88We4jARAkpfrYgaG-A,hotels,Hotels.com,否,https://th.hotels.com/Hotel-Search?selected=39600806&startDate=2026-11-05&endDate=2026-11-06&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.39600806.20261105.20261106.DDT.63.CID..AUDID.&adults=2&children=&mctc=10&mpf=77.45&mpg=USD&mpl=USD&mpj=11.65&mpr=6.58&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd=GGMETA.39600806USzh-20261105-D-ABW=63-camp=-aud=-N&rateplanid=294249193&mpm=24&mpn=221160607&mpo=EC&mpp=1,edf8078c6462397d8b01acbe4ec65868cf171db622bdf9cb6da8aa560a8e2ac3,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
29,ChIJi-YG88We4jARAkpfrYgaG-A,easemytrip,EaseMyTrip.com,否,https://www.easemytrip.com/hotels/metasearch.aspx?hotelID=EMTHOTEL-400147&checkinDay=05&checkinMonth=11&checkinYear=2026&nights=1&adlts=2&p=75.28|11.33|USD&pl=US|desktop&curr=USD&clickId=&wlcode=Google&children=0,db10c373face82c03d35de9824af1689cd5d250d9bc760f026f06a419f59835a,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
30,ChIJi-YG88We4jARAkpfrYgaG-A,travelocity,Travelocity.com,否,https://www.travelocity.com/Hotel-Search?selected=39600806&startDate=2026-11-05&endDate=2026-11-06&adults=2&children=&MDPCID=travelocity-US.META.HPA.ORGANIC.HOTEL&MDPDTL=HTL.39600806.20261105.20261106.DDT.63.CID..AUDID..mapresults&mpg=USD&mpf=77.45&mpj=11.65&mpr=6.58&mctc=10&rateplanid=294249193&mpm=24&mpn=221160607&mpo=EC&mpp=1,4d722488b190f33e92cd19a1df3d934942c9e231df72c5e75b8553088471daa7,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
31,ChIJi-YG88We4jARAkpfrYgaG-A,closest_hotel,Closest Hotel,否,https://closesthotel.com/googleRedirMainSearch.php?checkInYear=2026&checkInMonth=11&checkInDay=05&checkOutYear=2026&checkOutMonth=11&checkOutDay=06&numberOfNights=1&numberOfAdults=2&numberOfChildren=0&numberOfGuests=2&hotelID=39600806&roomID=&currency=USD&deviceType=desktop,5146461b9eaadf293d7c0245e6c89567e5b421653828a40c8de5fdd993bd54f9,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
32,ChIJi-YG88We4jARAkpfrYgaG-A,bluepillow,Bluepillow.com,否,"https://www.bluepillow.com/search/648084c51f174c21709ed6ef?begin=2026-11-05&end=2026-11-06&block_id=-b,FF5yaS5c2Zm0Ve9EuyXIYntpEAYawN-F-g0VZouGDttTHin_61s7XZHxVfem0jNh,-bpctrip-Hotel&fees=11.37&tax=11.37&total=75.60&adults=2&childs=0&infants=0&childrens=0&country=US&currency=USD&language=zh&source=mapresults&utm_campaign=hotel&prid=foreign",64d33bf235abd049c8643d15ca2a06aab677435de870b9c5d99e6bf1843cb264,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
33,ChIJi-YG88We4jARAkpfrYgaG-A,qantas,Qantas Hotels,否,https://www.qantas.com/hotels/properties/870333?adults=2&children=0&infants=0&checkIn=2026-11-05&checkOut=2026-11-06&utm_campaign=GoogleHotels&adType=0&utm_medium=organic-search&utm_source=Google-Hotels&utm_term=870333&hotelID=870333&hotel_campaign=,b146be44a4f15001aa50080f4eb5c76f06164cef3ad6f97ad8ab4db0f2cb596c,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
34,ChIJi-YG88We4jARAkpfrYgaG-A,wego,Wego,否,https://www.wego.com/hotels/searches/BKK/2026-11-05/2026-11-06?guests=2&wego_hotel_id=814987&bow_only=true&ts_code=2f2fc&wg_source=meta_distribution&wg_medium=gha&wg_campaign=fbl&wego_currency=USD&ulang=zh&wego_price=VVNEOjg0Ljg0Ojc4M2M1OGNkMDBiN2M2MzE2OGQ5MDdmOGNjYjBlZGRiYzQ2N2JjMTcyOTc1OWIwYmE0NjJjNmI3MmJiODhjNzE6Ym9vZ25pazY5cXNhOjE3ODgzNDQwMjY6RDpUVzoyMzBlNGM2YTIyOTc2MDkxOjI6MDp0cnVlOnRydWU6Ug%3D%3D&provider=aG90ZWxzLndlZ28uY29t,68ae8ce53c19555b5790e4d220081a30ba526d8be0699252ce18786a4a04e62b,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
35,ChIJi-YG88We4jARAkpfrYgaG-A,clicktrip,Clicktrip.com,否,https://clicktrip.com/hotels/details/0XoumXev_o4Bc-Q_vjyvc9fdOfdjNnNRs6sPhLajj1sTLYXUD1M8799nMGFOcFLmrZ7j1wY4ppiSIlKZfcklmQ-z4sRCimkNDFpMz6-R3OHccDNOs5rHdGwNFFFRwGHo0?locale=zh&currency=USD&pos=US&date_type=default&taf=sh-4YdYKZx55HcOF-ul0V4B4C_0C7VTzIkxxVN9R3l6u4xuaNFUeRTEjLDekjOZ60&verification=false&clk_src=&utm_source=gha&rate_rule_id=,04cb4e9220708e140ccf11aae74819b0ca1c014dd12d02dd57bf170a4c6264ab,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
36,ChIJi-YG88We4jARAkpfrYgaG-A,edreams,eDreams,否,https://accommodation.edreams.net/Hotel-Search?selected=39600806&startDate=2026-11-05&endDate=2026-11-06&adults=2&children=&mpf=77.45&cur=USD&mpj=11.65&MDPCID=eDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL&mpl=USD&numberOfRooms=1&locale=en_US&rffrid=h4p.hcom.US.ghaodigeo.000.000.kwrd=&pos=EDREAMS_US&rateplanid=&mctc=10&utm_medium=metasearch&utm_campaign=1268225792&utm_term=hotel&utm_source=FREEBOOKING,2141de0df88ed732acba7ebeab1033bd2b1ce4048f1de845b4c6538bdcd60d36,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
37,ChIJi-YG88We4jARAkpfrYgaG-A,goseek,goseek.com,否,https://deals.goseek.com/?sig=34c47a49c3e8320dca5a5dda0da2a460c1bc23afde972e2894a4ff0b6052fb53383131303836353931&turl=https%3A%2F%2Fwww.goseek.com%2FHotel%2FSearch%3FcheckIn%3D2026-11-05%26checkOut%3D2026-11-06%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Dzh%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D2008112%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D75.65%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D2008112%2526day%253D05%2526month%253D11%2526year%253D2026%2526los%253D1%2526price%253D75.65%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3Dzj5s5ihy9Kp762eWChcImzIQsAUYwgMiA1VTRCjQ0J7XBlIBMhIaFejqz_kaC2xyTTJmdDJRS2xJKAMwnrvk1AY,ce73967ea76316986f25d957f86c6c7729cfb3edbfcd0451ea2f4f278b67d072,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
38,ChIJi-YG88We4jARAkpfrYgaG-A,stayforlong,Stayforlong.com,否,https://www.stayforlong.com/hotel-detail/22838?checkin=2026-11-05&checkout=2026-11-06&adults=2&metadevice=desktop&aid=gha&market=us&lang=zh&total=202&query_type=pull&ch=0&adclick=free&defaultdate=true&googlesite=mapresults&p=c2f4f3399e96cc130f4332741477025b&rate_token=v2.z6a992b4900b4486eed3e997dc5206688&source=meta,3ba91a46e0c700d469cf2479288481218584afc0a4d1eaa978872c93d1e3021e,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
39,ChIJZTiLx92Y4jARaoCZW0M2Zew,official_derbysoft,Millennium Hilton Bangkok,是,https://linkcenterus.derbysoftca.com/dplatform-linkcenter/booking.htm?hotelCode=HILTON-BKKHI&providerHotelCode=BKKHI&checkInDate=2026-10-22&checkOutDate=2026-10-23&identifier=google-hilton&price=6708.90&roomTypeCode=K1TO&ratePlanCode=LV0&currency=THB&language=en&userCountry=US&dateType=default&testClick=false&sitetype=mapresults&occupancy=2&partnerId=hilton&campaignid=&rateRuleId=&userlistid=&ifDefaultDate=default&isPromoted=false&isRuleIdsClosed=false&s_is_ad=false&adType=0&adults=2&children=0&clk_src=&is_ds_account=true,268ab3f4c9d76269fffa5f077a4b5c57ee0a5e68ed9d8a71e0afff2d33da1ee4,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
40,ChIJZTiLx92Y4jARaoCZW0M2Zew,agoda,Agoda,否,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay=22&CkInMonth=10&CkInYear=2026&CkOutDay=23&campaignid=&CkOutMonth=10&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=49&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=52152&RoomID=&masterRoomId=3114507&PriceTotal=256.88&PriceTax=38.62&PriceFee=23.35&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=Q1Q0SUI5MDE0M3BsMmtYMkVncnpMOWI4VDA1dTZmdzF5cmIvZ0pYb3phb01iazhDT3ZiS255S2hDakkzZzR3MGZEVkxpRFBNSG85eg&original_rr=US&gaClickSrc=&clickType=hotel&lang=en&pkgId=,76f925719fe3bac478678e70cc8252dab8cf87cbdc4b315182cd805dfb9e0c79,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
41,ChIJZTiLx92Y4jARaoCZW0M2Zew,trivago_deals,trivago DEALS,否,https://www.trivago.deals/hotels/thailand_th_bangkok/104091_millennium-hilton-bangkok?checkIn=2026-10-22&checkOut=2026-10-23&placeId=H104091&campaignName=TrivagoDeals_Google_US&currencyCode=USD&dealkey_redacted=1&countryCode=US&languageCode=en&rule=Google_US&site=mapresults&ads=&origin=31&priceDisplayedTotal=229.00&priceDisplayedTax=20.82&device=desktop&adults=2&children=0,7a90f1ff574aad942d5716aea47accaf24dc640faca6d7933171f621c96b6da7,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
42,ChIJZTiLx92Y4jARaoCZW0M2Zew,expedia,Expedia.com,否,https://www.expedia.com/Hotel-Search?selected=1356194&startDate=2026-10-22&endDate=2026-10-23&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.1356194.20261022.20261023.DDT.49.CID..AUDID..RRID.bex_us_desktop&mctc=10&ct=hotel&mpg=USD&mpf=255.34&mpj=38.40&mpr=21.69&mpl=USD&exp_pg=google&langid=en&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=1356194&utm_content=mapresults&utm_campaign=HotelAds&langid=1033&adults=2&children=&rrid=bex_us_desktop&rateplanid=246027953&mpm=24&mpn=113919&mpo=EC&mpp=1,b021c28be19d07902a7f3c96a660308400576abd7b643fd28f9e687d39430d44,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
43,ChIJZTiLx92Y4jARaoCZW0M2Zew,priceline,Priceline,否,https://www.priceline.com/r/?channel=meta&product=hotel&theme=Google-L&refid=PLGOOGLEMSS&refclickid=US_HP%7C9920304_mapresults_1%7C20261022%7Cdesktop%7Cdefaultdate|public|||49%7C2%7C0|0|EN&hotelid=9920304&checkin=20261022&checkout=20261023&rooms=1&cur=USD&POSCountryCode=US&taxDisplayMode=BP&cityID=3000040033&adults=2&land=L&metaid=RsalDDpzm-sHrF6GEAu8n8ut_GISbSRfPc5uZccfsnUwhNLwL5fnNMFoXDd2FJ_YMIe7WPFUHzpErhlVd4RBn2WFzZEr4w0g37GC6iqriJxywXxdY4oF7ISA0uUvuQhm0XJMZYg0cpAyDPQ0rb_-KTLrg1RcPozTy_9MOlf4u5HZFoohjDey9GbpNQNNvXm4Xa5dbkuygewgO6gb9GOMS-E3V9i0L-fTcl8IyW3mhMfkHMRMh9JnGRHkSQYkgq5v-qVtjEVsVMqoH8EQ2YJAmHds7qeHKySXtZOl37uzogIgDT9x6tztMaKSIKF6a0V73eEumikdewh52-mVcujteHEm3Hxdck0B0ySMP0WhGYF1AO-GygLd55OhbYVUX8nQSnRHG2h-3jM9AWMby8_L7QX29DeXl4esGC7_Lr3GjMQ&dblcnt=true&hc=1&pdtax=38.62&pdf=23.36&pdt=256.88&locale=en-us&ad-src=&numChild=0&aid=&selAdults=2,56078e12baa3d69713bcc660629737f5bda322882aeab8c23f6d3b762c2a3ae1,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
44,ChIJZTiLx92Y4jARaoCZW0M2Zew,vio,Vio.com,否,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FcheckIn%3D2026-10-22%26checkOut%3D2026-10-23%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1196784%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D233.77%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1196784%2526day%253D22%2526month%253D10%2526year%253D2026%2526los%253D1%2526price%253D233.77%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DZZ_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DtkTm_zdGZeBmGj4OChIIgZ0BEIkPGMcKIgNVU0RSATISGhVOSJY2GgtjcWtMeDRSZGgzZygCMNnA5NQG,1068cb0196ca45214cfa4f7a8fa099056869b41f1c4c873e5679a7a61b3a4e0d,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
45,ChIJZTiLx92Y4jARaoCZW0M2Zew,travelup,TravelUP,否,https://www.travelup.com/en-us/thailand/bangkok/millennium-hilton-bangkok?prp=64408&cur=USD&lan=en&CI=2026-10-22&CO=2026-10-23&rm1_a=2&rm1_c=null&ref=google_en-us&utm_campaign=en-us&utm_content=/thailand/bangkok/millennium-hilton-bangkok&utm_medium=metasearch_hotel&utm_source=google_en-us&utm_term=64408,1691b978dfa792ead280e10a8abfbc3ec79f71d4843a75b6e9246accfab1e3d4,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
46,ChIJZTiLx92Y4jARaoCZW0M2Zew,hotels,Hotels.com,否,https://www.hotels.com/Hotel-Search?selected=1356194&startDate=2026-10-22&endDate=2026-10-23&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.1356194.20261022.20261023.DDT.49.CID..AUDID.&adults=2&children=&mctc=10&mpf=255.34&mpg=USD&mpl=USD&mpj=38.40&mpr=21.69&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd=GGMETA.1356194USen-20261022-D-ABW=49-camp=-aud=-N&rateplanid=246027953&mpm=24&mpn=113919&mpo=EC&mpp=1&locale=en_US&siteid=300000001,d2e7f3fc2c02f34dc6c1f53d4b1e5612073145663615962488e00669621662b8,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
47,ChIJZTiLx92Y4jARaoCZW0M2Zew,clicktrip,Clicktrip.com,否,https://clicktrip.com/hotels/details/H9Nw1ARclnmD9fS2hISUyF52Jda4zvU1OIl1FV3_dbbzmqFaHtCS46Kdm-CBN8udgcKzT1LAd58na0sQEIz-XjoOidR4xn_C_2G5tsLAGrM7OemHJkDRCx7rtk5RE21l0?locale=en&currency=USD&pos=US&date_type=default&taf=sh-4YdYKZx55HcOF-ul0V-mWusBrJfcKrkoXI17Sna6tEHdxxEi6HmW1plNkAT-T0&verification=false&clk_src=&utm_source=gha&rate_rule_id=,2f5386ae1a2b54dca09b00eb9dc274ee9d2ac82fc0e134f4560cf449c60b38a2,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
48,ChIJZTiLx92Y4jARaoCZW0M2Zew,goseek,goseek.com,否,https://deals.goseek.com/?sig=34c47a49c3e8320dca5a5dda0da2a460c1bc23afde972e2894a4ff0b6052fb53383131303836353931&turl=https%3A%2F%2Fwww.goseek.com%2FHotel%2FSearch%3FcheckIn%3D2026-10-22%26checkOut%3D2026-10-23%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1196784%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D233.77%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1196784%2526day%253D22%2526month%253D10%2526year%253D2026%2526los%253D1%2526price%253D233.77%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DZZ_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DHFWfdecqG8hmGj4OChIIgZ0BEIkPGMcKIgNVU0RSATISGhVOSJY2GgtjcWtMeDRSZGgzZygCML2y5NQG,88fcf4b898ab551e344b5e59f2c5f54aab3fda0e3e3783c468e2c73c51019aad,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
49,ChIJZTiLx92Y4jARaoCZW0M2Zew,orbitz,Orbitz.com,否,https://www.orbitz.com/Hotel-Search?selected=1356194&startDate=2026-10-22&endDate=2026-10-23&adults=2&children=&MDPCID=ORBITZ-US.META.HPA.ORGANIC-desktop.HOTEL&MDPDTL=htl.1356194.20261022.20261023.DDT.49.CID..AUDID..mapresults&mpg=USD&mpf=255.34&mpj=38.40&mpr=21.69&mctc=10&rateplanid=246027953&mpm=24&mpn=113919&mpo=EC&mpp=1,65a9751ae6146c37cdeb5ff3a203e1f4b3378068027692c897761a60f9c4896d,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
50,ChIJZTiLx92Y4jARaoCZW0M2Zew,travelocity,Travelocity.com,否,https://www.travelocity.com/Hotel-Search?selected=1356194&startDate=2026-10-22&endDate=2026-10-23&adults=2&children=&MDPCID=travelocity-US.META.HPA.ORGANIC.HOTEL&MDPDTL=HTL.1356194.20261022.20261023.DDT.49.CID..AUDID..mapresults&mpg=USD&mpf=255.34&mpj=38.40&mpr=21.69&mctc=10&rateplanid=246027953&mpm=24&mpn=113919&mpo=EC&mpp=1,98a32b3e664512e8b3eb4f9621f949044134e938d07019236a61250cda3aa3e2,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
51,ChIJZTiLx92Y4jARaoCZW0M2Zew,easemytrip,EaseMyTrip.com,否,https://www.easemytrip.com/hotels/metasearch.aspx?hotelID=EMTHOTEL-5448&checkinDay=22&checkinMonth=10&checkinYear=2026&nights=1&adlts=2&p=255.29|38.39|USD&pl=US|desktop&curr=USD&clickId=&wlcode=Google&children=0,cd9fb53263e602c0e0bf657d5d02cb4a7f9587a7d8a1623430206b1b2a531d42,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
