Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJq6qqqtae4jARcZkJuWK4z7s,酒店住宿,曼谷无线路英迪格酒店,โรงแรมอินดิโก้ กรุงเทพฯ ถนนวิทยุ,,5 星级酒店,4.6,3380,"81 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330泰国",13.740058,100.547339,巴吞旺县,Lumphini,,+66 2 207 4999,https://ihg.com,,,https://www.google.com/maps/place/%E6%9B%BC%E8%B0%B7%E6%97%A0%E7%BA%BF%E8%B7%AF%E8%8B%B1%E8%BF%AA%E6%A0%BC%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x30e29ed6aaaaaaab:0xbbcfb862b9099971!5m2!4m1!1i2!8m2!3d13.740058!4d100.547339!16s%2Fg%2F11b635dbmz!19sChIJq6qqqtae4jARcZkJuWK4z7s?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJNeaGgiGZ4jARti015OlJo2A,酒店住宿,曼谷京华酒店,โรงแรมโฮเทล รอยัล บางกอก,hotel,宾馆,4.3,3113,"3 Floor, Room 302, 421/4 Yaowarat Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740464,100.509917,三攀他旺县,Samphanthawong,,+66 2 226 0026,http://www.hotelroyalbangkok.com/,适合儿童|无障碍入口,"Polished rooms & suites in a glass-fronted hotel with 2 restaurants, a rooftop pool & a gym.",https://maps.google.com/?cid=6963490717749816758&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ5Srg2RSZ4jARICTop3S7fb0,酒店住宿,Mad Monkey Bangkok,แมดมังกี้ กรุงเทพฯ,hostel,青年旅舍,4.6,3070,"55 Thanon Phra Sumen, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763221,100.496994,拍那空县,查那松康区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 2 161 0486,http://www.madmonkeyhostels.com/bangkok/,,"Unassuming rooms & dorms in a laid-back budget hostel featuring a restaurant, a bar & a pool.",https://maps.google.com/?cid=13654275754964821024&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJB9pVtRKZ4jARFeDT4rEKYTQ,酒店住宿,D&D Inn Bangkok,ดีแอนด์ดี อินน์ กรุงเทพ,hotel,宾馆,3.5,3038,"68-70 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759189,100.496536,拍那空县,哒叻裕区,,+66 2 629 0526,,无障碍入口,"Bright rooms, some with balconies, in a casual hotel offering a rooftop pool & a bar.",https://maps.google.com/?cid=3774309721844211733&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJW2suuOCZ4jARn5DZfMSQDSI,酒店住宿,曼谷三洋都喜蒂尔酒店,ดุสิตธีล ซันโย กรุงเทพฯ,,4 星级酒店,4.9,2984,"333 Si Phraya Rd, Si Phraya, Bang Rak, Bangkok 10500泰国",13.731357,100.522702,挽叻县,Si Phraya,,+66 2 211 3333,https://dusit.com,,,https://www.google.com/maps/place/%E6%9B%BC%E8%B0%B7%E4%B8%89%E6%B4%8B%E9%83%BD%E5%96%9C%E8%92%82%E5%B0%94%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x30e299e0b82e6b5b:0x220d90c47cd9909f!5m2!4m1!1i2!8m2!3d13.7313566!4d100.5227018!16s%2Fg%2F11q4dls0x1!19sChIJW2suuOCZ4jARn5DZfMSQDSI?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJKdgidjmf4jAR-S3Fl6KOxAY,酒店住宿,曼谷辛顿凯宾斯基酒店,โรงแรมฮินตัน เคมปินสกี้ กรุงเทพฯ,,5 星级酒店,4.8,2666,"80 Soi Ton Son, Lumphini, Pathum Wan, Bangkok 10330泰国",13.736728,100.543943,巴吞旺县,Lumphini,,+66 2 095 9999,https://kempinski.com,,,https://www.google.com/maps/place/%E6%9B%BC%E8%B0%B7%E8%BE%9B%E9%A1%BF%E5%87%AF%E5%AE%BE%E6%96%AF%E5%9F%BA%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x30e29f397622d829:0x6c48ea297c52df9!5m2!4m1!1i2!8m2!3d13.7367277!4d100.5439428!16s%2Fg%2F11gv0tj6mx!19sChIJKdgidjmf4jAR-S3Fl6KOxAY?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJK8ntqmGZ4jARd0Xy9IXaSX8,酒店住宿,Chillax Resort,ชิวแล็กซ์ รีสอร์ท,hotel,酒店,4.3,2599,"274 Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762549,100.50022,拍那空县,班潘通,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 2 629 4400,,适合儿童|无障碍入口|无障碍停车,Romantic quarters with whirlpool tubs in a plush hotel featuring a restaurant & a rooftop pool.,https://maps.google.com/?cid=9172102384991749495&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJwZDtimuZ4jARlYTVLKLbNgk,酒店住宿,OH Hostels - Bangkok,โอ โฮสเทล - กรุงเทพมหานคร,hostel,青年旅舍,4.6,2392,"107 Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762921,100.501597,拍那空县,班潘通,,+66 63 412 0779,http://www.ohhostels.com/,,,https://maps.google.com/?cid=663959484667102357&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,酒店住宿,曼谷素坤逸10巷格乐丽雅酒店,โรงแรมแกลเลอเรีย สุขุมวิท 10 กรุงเทพฯ,,4 星级酒店,4.0,2243,"21 Sukhumvit 10 Alley, Khlong Toei Nuea, Watthana, Bangkok 10110泰国",13.736874,100.557104,孔提县,Khlong Toei,,+66 2 615 0999,https://galleriatenbangkok.com,,,https://www.google.com/maps/place/%E6%9B%BC%E8%B0%B7%E7%B4%A0%E5%9D%A4%E9%80%B810%E5%B7%B7%E6%A0%BC%E4%B9%90%E4%B8%BD%E9%9B%85%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x30e29ee17b8583a7:0xf4aa73e12496de78!5m2!4m1!1i2!8m2!3d13.7368744!4d100.5571043!16s%2Fg%2F1tslg53z!19sChIJp4OFe-Ge4jAReN6WJOFzqvQ?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJsaQ1PhCf4jARv_-hmBs5qdw,酒店住宿,Chatrium Grand Bangkok,ชาเทรียม แกรนด์ กรุงเทพฯ,hotel,宾馆,4.7,2240,"728 Thanon Phetchaburi, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Krung Thep Maha Nakhon 10400",13.749767,100.534884,巴吞旺县,Thanon Phetchaburi,,+66 2 126 7999,https://www.chatrium.com/grandbangkok,适合儿童|无障碍入口|无障碍停车,"Sophisticated hotel offering an outdoor pool & a spa, plus 2 restaurants & a lounge.",https://maps.google.com/?cid=15900302750095900607&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJWWc4Sm2Z4jARphBswDsPWz0,酒店住宿,Khaosan Palace,พระราชวังข้าวสาร,hotel,宾馆,3.7,2041,"139 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759034,100.497168,拍那空县,哒叻裕区,,+66 2 282 0578,http://www.khaosanpalace.com/,无障碍入口,"Colorful rooms in a refined property offering dining, plus a rooftop outdoor pool & bar.",https://maps.google.com/?cid=4421144208500068518&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJNZjBvcCf4jARzphih4xO9jc,酒店住宿,曼谷王权大京都大厦标准酒店,โรงแรมมาตรฐาน คิง เพาเวอร์ เกียวโต ทาวเวอร์ กรุงเทพฯ,,5 星级酒店,4.6,1960,"114 Naradhiwas Rajanagarindra Rd, Si Lom, Bang Rak, Bangkok 10500泰国",13.72341,100.528579,挽叻县,是隆,,+66 2 085 8888,https://hyatt.com,,,https://www.google.com/maps/place/%E6%9B%BC%E8%B0%B7%E7%8E%8B%E6%9D%83%E5%A4%A7%E4%BA%AC%E9%83%BD%E5%A4%A7%E5%8E%A6%E6%A0%87%E5%87%86%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x30e29fc0bdc19835:0x37f64e8c876298ce!5m2!4m1!1i2!8m2!3d13.7234101!4d100.5285794!16s%2Fg%2F11pkb5pn1d!19sChIJNZjBvcCf4jARzphih4xO9jc?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJT8VvsziZ4jARzrf4HmIxq8E,酒店住宿,皇家公主兰朗酒店,โรงแรมรอยัล ปริ๊นเซส รามลัง,hotel,酒店,4.2,1810,"269 Lan Luang Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.757256,100.512867,邦巴沙都拍县,Wat Sommanat,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 2 281 3088,http://www.royalprincesslarnluang.com/,适合儿童|无障碍入口|无障碍停车,这家温馨酒店内设简约客房、水疗中心、室外盐水泳池和 4 间餐厅。,https://maps.google.com/?cid=13955302167833786318&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJeSP22yCZ4jARlxCLT2YC4fM,酒店住宿,Centara Life Hotel Bangkok Phra Nakhon,โรงแรมเซ็นทาราไลฟ์ กรุงเทพฯ พระนคร,hotel,酒店,4.6,1594,"78, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761654,100.504121,拍那空县,班潘通,,+66 2 022 6336,https://www.centarahotelsresorts.com/centra/cbp,适合儿童|无障碍入口|无障碍停车,"Laid-back hotel featuring an outdoor pool & a fitness room, along with an airy restaurant.",https://maps.google.com/?cid=17573329859420819607&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJd3GFTj2Z4jARbjHREAfxuvg,酒店住宿,Sri Worajak Building,ร้านน้ำปั่น​ จิมมี่ สมูทตี้,hotel,宾馆,3.9,1580,"PGW5+X5M อาคารศรีวรจักร 222 ถ. หลวง Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.74746,100.508188,邦巴沙都拍县,Pom Prap,星期一: 08:00–17:00 | 星期二: 08:00–17:00 | 星期三: 08:00–17:00 | 星期四: 08:00–17:00 | 星期五: 08:00–17:00 | 星期六: 休息 | 星期日: 休息,+66 82 460 9889,https://m.facebook.com/profile.php?id=110497566130868,有洗手间|堂食|无障碍停车,,https://maps.google.com/?cid=17922902679723520366&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJQbmL32uZ4jARc89X1VjcXkk,酒店住宿,Trang Hotel Bangkok,โรงแรมตรัง กรุงเทพฯ,hotel,酒店,3.8,1442,"99/1 Wisut Kasat, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764906,100.503627,拍那空县,邦坤蓬区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 2 282 7100,http://www.tranghotelbangkok.com/,适合儿童|无障碍入口|无障碍停车,休闲酒店设有简约客房，此外还有广式餐厅、户外游泳池和卡拉 OK 酒吧。,https://maps.google.com/?cid=5286905286674075507&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJjdFDnpad4jARPNaNSCqAxY4,酒店住宿,The Quarter Ari by UHG,เดอะ ควอเตอร์ อารีย์ บาย ยูเอชจี,,4 星级酒店,4.4,1440,"428/2 Phahonyothin Alley, Samsen Nai, Phaya Thai, Bangkok 10400泰国",13.784356,100.547361,拍耶泰县,Sam Sen Nai,,+66 2 097 1999,https://quarterari.com,,,https://www.google.com/maps/place/The+Quarter+Ari+by+UHG/data=!4m10!3m9!1s0x30e29d969e43d18d:0x8ec5802a488dd63c!5m2!4m1!1i2!8m2!3d13.7843559!4d100.5473607!16s%2Fg%2F11s56gyqlj!19sChIJjdFDnpad4jARPNaNSCqAxY4?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJ8RZK6xaZ4jARjMwblfDsMHU,酒店住宿,CHERN Bangkok Hotel,โรงแรมเชิญ กรุงเทพฯ,hotel,宾馆,4.4,1399,"เว็บ 17 ซอย Trok Ratchasak, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.751556,100.50316,拍那空县,巴杜披,,+66 2 621 1133,http://www.chernbangkok.com/,适合儿童|无障碍入口,"Bright dorms & rooms in a minimalist hostel with a coffee shop, plus free Wi-Fi & parking.",https://maps.google.com/?cid=8444509819357613196&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJy_QNzl2Z4jARsLSGISLloUc,酒店住宿,The Quarter Chao Phraya by UHG,เดอะ ควอเตอร์ เจ้าพระยา บาย ยูเอชจี,,4 星级酒店,4.2,1392,"1190 Soi Somdet Chao Phraya 17, Khlong San, Bangkok 10600泰国",13.731805,100.509316,三攀他旺县,Khlong San,,+66 2 044 4999,https://quarterchaophraya.com,,,https://www.google.com/maps/place/The+Quarter+Chao+Phraya+by+UHG/data=!4m10!3m9!1s0x30e2995dce0df4cb:0x47a1e5222186b4b0!5m2!4m1!1i2!8m2!3d13.7318047!4d100.509316!16s%2Fg%2F11t9qw6t8v!19sChIJy_QNzl2Z4jARsLSGISLloUc?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJ-6FuuG6Z4jARsMd39e0lG4w,酒店住宿,Casa Nithra,คาซ่า นิทรา,hotel,酒店,4.4,1353,"Baan Panthom, 176 Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.765907,100.500666,拍那空县,班潘通,,+66 2 628 6228,http://www.casanithra.com/main/,适合儿童|无障碍入口|无障碍停车,这家精致酒店内设时尚客房、温馨餐厅、屋顶泳池和酒吧。,https://maps.google.com/?cid=10095704693636843440&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJoy2RWHKZ4jARlTg4gCcT7Es,酒店住宿,New Siam II,นิวสยาม II,guest_house,宾馆/民宿,3.9,1334,"50 Thanon Phra Athit, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761459,100.493119,拍那空县,查那松康区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 2 629 0101,http://www.newsiam.net/,无障碍入口,这家素雅的经济型酒店设有简约客房，辅以咖啡厅/餐厅和室外泳池。,https://maps.google.com/?cid=5470768707724130453&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ865IfEKZ4jARJIMFyTNM6SQ,酒店住宿,OTEP Dormitory,หอพัก OTEP,lodging,住宿,4.2,1295,"128/1 Phitsanulok Rd, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.766449,100.508003,都实县,Dusit,,+66 2 105 4987,https://www.otep-hotel.com/,无障碍入口|无障碍停车,,https://maps.google.com/?cid=2659740840238613284&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJE8jMfW2Z4jARP4wngCQCdcM,酒店住宿,Lamphu House Bangkok,บ้านลำภู กรุงเทพฯ,guest_house,宾馆/民宿,4.2,1292,"75, 77 Soi Ram Buttri, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761509,100.495897,拍那空县,查那松康区,,+66 2 629 5861,https://www.lamphuhousebangkok.com/,,"No-frills rooms, some with air-conditioning & private bathrooms, in a basic hotel with a cafe/bar.",https://maps.google.com/?cid=14084165765463247935&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJw7soN-uZ4jARw3wx2wxTYWw,酒店住宿,Yak Thai Poshtel,ยักษ์ไทยโพชเทล,hotel,宾馆,4.9,1268,"125/4 Fuang Nakhon Rd, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.748432,100.497927,拍那空县,拉差博披寺区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 91 789 2152,https://www.facebook.com/YakThaiPoshtel/,适合儿童,,https://maps.google.com/?cid=7809614543519317187&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJc33lpDKZ4jARil4bO37UbIs,酒店住宿,Lub d Bangkok Siam,หลับดีบางกอกสยาม,hostel,青年旅舍,4.4,1217,"925, 9 Rama I Rd, Khwaeng Wang Mai, Pathum Wan, Krung Thep Maha Nakhon 10330",13.746871,100.52869,巴吞旺县,Wang Mai,星期一: 17:00–22:00 | 星期二: 17:00–22:00 | 星期三: 17:00–22:00 | 星期四: 17:00–22:00 | 星期五: 17:00–00:00 | 星期六: 休息 | 星期日: 休息,+66 2 612 4999,https://lubd.com/destination/bangkok-siam/,无障碍入口,"Eclectic hostel offering a cafe/bar, a terrace & a TV lounge, plus complimentary Wi-Fi.",https://maps.google.com/?cid=10046638507379351178&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJZWmzJ2yZ4jARaTP5VRhbbzk,酒店住宿,塔拉广场酒店,โรงแรมธาราพลาซ่า,hotel,酒店,4.5,1193,"117 Thanon Samsen, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7645,100.499301,拍那空县,讪披耶寺区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 91 792 3807,https://www.taraplacebangkok.com/,适合儿童|无障碍入口,Modern rooms in a brick-fronted hotel offering a business center & free tuk-tuk shuttle service.,https://maps.google.com/?cid=4138626742656512873&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ54FIBcme4jARvWy8OAbYjTM,酒店住宿,Lemontea Hotel,โรงแรมเลมอนที,inn,客栈,4.4,1165,"55 Soi Phetchaburi 15, แขวง ราชเทวี Khet Ratchathewi, Krung Thep Maha Nakhon 10400",13.754004,100.53759,拉差贴威县,Thanon Phaya Thai,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 2 054 9993,http://www.lemonteahotel.com/,适合儿童|无障碍入口|无障碍停车,酒店采用彩色装饰，内设时尚客房，提供丰富多样的早餐和免费 Wi-Fi。,https://maps.google.com/?cid=3714862788883803325&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJrWQ2AHOZ4jAR6TK_h7BIqAo,酒店住宿,新暹罗河滨酒店,โรงแรมนิวสยาม ริเวอร์ไซด์,guest_house,宾馆/民宿,3.9,1120,"21 Phra-A-Thit Road,, Chanasongkram, Phranakorn,, Bangkok 10200",13.761842,100.493045,拍那空县,查那松康区,,+66 2 629 3535,http://www.newsiam.net/ns/newsiam4.php,无障碍入口,"Relaxed rooms, some with balconies & river views, offering free breakfast, dining & an outdoor pool.",https://maps.google.com/?cid=767943659495568105&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJy3FSkmqZ4jAR88siVmseEH8,酒店住宿,南达遗产酒店,โรงแรมนันดา เฮอริเทจ,hotel,酒店,4.5,1085,"632 ถ. วิสุทธิกษัตริย์ Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760473,100.506031,拍那空县,班潘通,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 2 282 2900,,适合儿童|无障碍入口|无障碍停车,"Understated quarters in a casual hotel with antique wood furnishings, plus dining & an outdoor pool.",https://maps.google.com/?cid=9155851488799673331&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJv42ifQiX4jARr7EJPE8yDEo,酒店住宿,谢图鹏之门酒店,โรงแรมเชตูเปงเกท,hotel,宾馆,4.6,1040,"370, 372 Soi Pratu Nokyung, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.744982,100.491885,拍那空县,大皇宫区,,+66 83 988 8736,http://www.chetuphon-gate.com/,有洗手间|户外座位|外带|配送|供应早餐|供应午餐|供应晚餐|供应咖啡|供应甜品|供应啤酒,,https://maps.google.com/?cid=5335694974418268591&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJRR0i-GyZ4jAR31YtGTDpmFI,酒店住宿,卡萨微玛河畔酒店,คาซ่า วิมา ริเวอร์ไซด์,hotel,酒店,4.4,1028,"229 Thanon Phra Sumen, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761594,100.499355,拍那空县,哒叻裕区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 2 059 0595,http://www.casavimaya.com/,适合儿童|无障碍入口|无障碍停车,"Modern, refined rooms in an elegant, Colonial-style hotel with a rooftop pool & terrace dining.",https://maps.google.com/?cid=5951763300360214239&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJg-yLUQCZ4jARh4z5Yef2790,酒店住宿,Revolution Khaosan by The Bliss,เดอะบลิส ข้าวสาร,hostel,青年旅舍,4.8,1026,"81 Trok Mayom, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.758522,100.496306,拍那空县,哒叻裕区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 96 856 5360,,,,https://maps.google.com/?cid=15992272275457543303&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJmyhIu3eZ4jARsnZ63-XAb_M,酒店住宿,BED STATION HOSTEL KHAO SAN,เบด สเตชั่น โฮสเทล เขาซาน,hostel,青年旅舍,4.3,1022,"80, 80/1 Thanon Tani, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760403,100.498082,拍那空县,哒叻裕区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 85 396 7777,http://www.bedstationhostel.com/,无障碍入口,这家时尚旅馆内设简约多人间、休闲餐厅/酒吧、室外泳池和免费 Wi-Fi。,https://maps.google.com/?cid=17541451167160759986&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
